,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
14,1601401137-95,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Sociedad
              
                Getafe",https://www.betano.pt/odds/real-sociedad-getafe/6641035/,LaLiga,"Sábado, 3 Outubro 2020 17:30",Real Sociedad,Getafe,2.11,3.0,3.65,2.20,1.47,Mais de2.5,1.4,2.4,Mais de1.5,3.95,1.14,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),1.24,1.3,1.65,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:37",
15,1601400934-72,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"FC St Johnstone
              
                Celtic",https://www.betano.pt/odds/fc-st-johnstone-celtic/6403494/,Premiership,"Domingo, 4 Outubro 2020 12:00",FC St Johnstone,Celtic,9.5,5.45,1.26,1.57,1.95,Mais de2.5,1.15,3.55,Mais de1.5,2.45,1.35,Mais de3.5,2.05,1.5,Ambas Equipas Marcam (Sim/Não),3.45,1.12,1.03,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:35",
16,1601401197-103,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Villarreal
              
                Alavés",https://www.betano.pt/odds/villarreal-alaves/6567513/,LaLiga,"Quarta-feira, 30 Setembro 2020 18:00",Villarreal,Alavés,1.61,3.8,5.15,1.88,1.67,Mais de2.5,1.27,2.92,Mais de1.5,3.15,1.23,Mais de3.5,1.88,1.67,Ambas Equipas Marcam (Sim/Não),1.13,1.2,2.18,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:37",
17,1601401498-138,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Benevento Calcio
              
                Bolonha",https://www.betano.pt/odds/benevento-calcio-bolonha/6595030/,Série A,"Domingo, 4 Outubro 2020 14:00",Benevento Calcio,Bolonha,2.72,3.45,2.37,1.63,1.95,Mais de2.5,1.19,3.45,Mais de1.5,2.54,1.36,Mais de3.5,1.5,2.15,Ambas Equipas Marcam (Sim/Não),1.50,1.24,1.4,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:43",
18,1601400738-48,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Luton Town
              
                Stoke City",https://www.betano.pt/odds/luton-town-stoke-city/6539939/,Championship,"Sábado, 17 Outubro 2020 15:00",Luton Town,Stoke City,2.96,3.25,2.3,1.47,1.3,1X,,,,,,,,,,,,,,,,"Terça-feira, 29 Setembro 2020 18:31",
19,1601401365-123,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Vitória Guimarães
              
                FC Paços Ferreira",https://www.betano.pt/odds/vitoria-guimaraes-fc-pacos-ferreira/6568904/,Primeira Liga,"Sexta-feira, 2 Outubro 2020 21:15",Vitória Guimarães,FC Paços Ferreira,1.72,3.4,4.95,2.04,1.53,Mais de2.5,1.33,2.52,Mais de1.5,3.5,1.16,Mais de3.5,1.95,1.57,Ambas Equipas Marcam (Sim/Não),1.14,1.22,2.02,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:40",
20,1601400617-35,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Borussia Dortmund
              
                Friburgo",https://www.betano.pt/odds/borussia-dortmund-friburgo/6562362/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Borussia Dortmund,Friburgo,1.28,5.4,9.0,1.91,1.65,Mais de3.5,1.09,4.7,Mais de1.5,1.36,2.52,Mais de2.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.03,1.13,3.4,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:27",
21,1601401668-158,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Arsenal
              
                Sheffield United",https://www.betano.pt/odds/arsenal-sheffield-united/6458224/,Premier League,"Domingo, 4 Outubro 2020 14:00",Arsenal,Sheffield United,1.55,3.85,5.75,1.83,1.72,Mais de2.5,1.26,3.0,Mais de1.5,3.0,1.26,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.10,1.19,2.3,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:45",
22,1601401709-163,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Everton
              
                Brighton",https://www.betano.pt/odds/everton-brighton/6458184/,Premier League,"Sábado, 3 Outubro 2020 15:00",Everton,Brighton,1.7,3.5,4.8,1.72,1.83,Mais de2.5,1.22,3.2,Mais de1.5,2.76,1.3,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.15,1.23,2.02,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:45",
23,1601400355-3,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Emmen
              
                Fortuna Sittard",https://www.betano.pt/odds/fc-emmen-fortuna-sittard/6548892/,Eredivisie,"Domingo, 18 Outubro 2020 13:30",FC Emmen,Fortuna Sittard,2.05,3.5,3.25,1.25,1.6,1X,,,,,,,,,,,,,,,,"Terça-feira, 29 Setembro 2020 18:25",
24,1601400521-23,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Augsburgo
              
                RB Leipzig",https://www.betano.pt/odds/augsburgo-rb-leipzig/6632981/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Augsburgo,RB Leipzig,4.8,4.25,1.57,2.04,1.57,Mais de3.5,1.1,4.45,Mais de1.5,1.4,2.4,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),2.25,1.16,1.15,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:27",
25,1601400431-13,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Groningen
              
                Ajax",https://www.betano.pt/odds/fc-groningen-ajax/6418630/,Eredivisie,"Domingo, 4 Outubro 2020 11:15",FC Groningen,Ajax,6.3,4.75,1.4,2.00,1.53,Mais de3.5,1.09,4.3,Mais de1.5,1.38,2.35,Mais de2.5,1.53,2.0,Ambas Equipas Marcam (Sim/Não),2.70,1.11,1.08,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:25",
26,1601401234-107,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Sporting CP
              
                FC Porto",https://www.betano.pt/odds/sporting-cp-fc-porto/6644925/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",Sporting CP,FC Porto,3.05,3.3,2.25,1.83,1.65,Mais de2.5,1.25,2.84,Mais de1.5,3.05,1.22,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.57,1.25,1.33,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:40",
27,1601400675-41,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"FC Metz
              
                FC Lorient",https://www.betano.pt/odds/fc-metz-fc-lorient/6422091/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",FC Metz,FC Lorient,2.2,3.2,3.15,2.16,1.45,Mais de2.5,1.36,2.4,Mais de1.5,3.85,1.12,Mais de3.5,1.88,1.61,Ambas Equipas Marcam (Sim/Não),1.31,1.26,1.57,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:30",
28,1601401531-142,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Fiorentina
              
                Sampdoria",https://www.betano.pt/odds/fiorentina-sampdoria/6595025/,Série A,"Sexta-feira, 2 Outubro 2020 19:45",Fiorentina,Sampdoria,1.72,3.75,4.33,1.63,1.95,Mais de2.5,1.19,3.45,Mais de1.5,2.56,1.35,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),1.18,1.2,2.0,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:43",
29,1601400377-6,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"AZ Alkmaar
              
                VVV Venlo",https://www.betano.pt/odds/az-alkmaar-vvv-venlo/6542812/,Eredivisie,"Sábado, 17 Outubro 2020 20:00",AZ Alkmaar,VVV Venlo,1.23,5.95,10.0,-,2.84,1X,,,,,,,,,,,,,,,,"Terça-feira, 29 Setembro 2020 18:25",
30,1601400715-46,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"PSG
              
                Angers",https://www.betano.pt/odds/psg-angers/6422096/,Ligue 1,"Sexta-feira, 2 Outubro 2020 20:00",PSG,Angers,1.12,7.8,17.0,1.75,1.72,Mais de3.5,1.05,5.05,Mais de1.5,1.28,2.7,Mais de2.5,2.0,1.55,Ambas Equipas Marcam (Sim/Não),-,1.05,5.35,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:30",
31,1601400463-17,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Heracles Almelo",https://www.betano.pt/odds/vitesse-heracles-almelo/6411664/,Eredivisie,"Sábado, 3 Outubro 2020 15:30",Vitesse,Heracles Almelo,1.65,4.0,4.45,1.47,2.11,Mais de2.5,1.12,3.85,Mais de1.5,2.2,1.44,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.17,1.16,2.11,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:25",
32,1601400791-55,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Huddersfield",https://www.betano.pt/odds/swansea-city-huddersfield/6539925/,Championship,"Sábado, 17 Outubro 2020 15:00",Swansea City,Huddersfield,2.11,3.25,3.35,1.23,1.57,1X,,,,,,,,,,,,,,,,"Terça-feira, 29 Setembro 2020 18:31",
33,1601400439-14,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Twente Enschede
              
                FC Emmen",https://www.betano.pt/odds/fc-twente-enschede-fc-emmen/6413466/,Eredivisie,"Sábado, 3 Outubro 2020 20:00",FC Twente Enschede,FC Emmen,1.9,3.6,3.65,1.57,1.95,Mais de2.5,1.16,3.45,Mais de1.5,2.4,1.36,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.24,1.2,1.8,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:25",
34,1601400414-11,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Willem II Tilburg
              
                Feyenoord",https://www.betano.pt/odds/willem-ii-tilburg-feyenoord/6419535/,Eredivisie,"Domingo, 4 Outubro 2020 13:30",Willem II Tilburg,Feyenoord,3.7,3.9,1.8,1.47,2.13,Mais de2.5,1.12,3.9,Mais de1.5,2.2,1.44,Mais de3.5,1.45,2.17,Ambas Equipas Marcam (Sim/Não),1.88,1.18,1.23,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:25",
35,1601400369-5,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Feyenoord
              
                Sparta Rotterdam",https://www.betano.pt/odds/feyenoord-sparta-rotterdam/6547881/,Eredivisie,"Domingo, 18 Outubro 2020 11:15",Feyenoord,Sparta Rotterdam,1.23,5.95,10.0,-,2.84,1X,,,,,,,,,,,,,,,,"Terça-feira, 29 Setembro 2020 18:25",
36,1601400576-30,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                FC Schalke 04",https://www.betano.pt/odds/rb-leipzig-fc-schalke-04/6562367/,Bundesliga,"Sábado, 3 Outubro 2020 17:30",RB Leipzig,FC Schalke 04,1.25,6.05,8.5,1.90,1.65,Mais de3.5,1.07,5.05,Mais de1.5,1.33,2.62,Mais de2.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.55,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:27",
37,1601401190-102,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Eibar
              
                Elche CF",https://www.betano.pt/odds/eibar-elche-cf/6567507/,LaLiga,"Quarta-feira, 30 Setembro 2020 20:30",Eibar,Elche CF,1.75,3.5,4.4,2.20,1.47,Mais de2.5,1.38,2.45,Mais de1.5,4.05,1.13,Mais de3.5,2.05,1.55,Ambas Equipas Marcam (Sim/Não),1.17,1.23,1.95,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:37",
38,1601401489-137,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Inter de Milão",https://www.betano.pt/odds/lazio-inter-de-milao/6595031/,Série A,"Domingo, 4 Outubro 2020 14:00",Lázio,Inter de Milão,2.66,3.5,2.4,1.57,2.02,Mais de2.5,1.17,3.65,Mais de1.5,2.4,1.4,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.50,1.23,1.42,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:43",
39,1601400584-31,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Estugarda
              
                Bayer Leverkusen",https://www.betano.pt/odds/estugarda-bayer-leverkusen/6562366/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Estugarda,Bayer Leverkusen,3.8,3.75,1.83,2.10,1.53,Mais de3.5,1.12,4.2,Mais de1.5,1.45,2.25,Mais de2.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.88,1.2,1.22,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:27",
40,1601401310-116,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Portimonense
              
                Sporting CP",https://www.betano.pt/odds/portimonense-sporting-cp/6568910/,Primeira Liga,"Domingo, 4 Outubro 2020 21:00",Portimonense,Sporting CP,3.8,3.45,1.9,1.75,1.72,Mais de2.5,1.23,2.96,Mais de1.5,2.86,1.25,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.80,1.22,1.22,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:40",
41,1601401571-146,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"West Brom
              
                Burnley",https://www.betano.pt/odds/west-brom-burnley/6493474/,Premier League,"Sábado, 17 Outubro 2020 16:00",West Brom,Burnley,2.56,3.15,2.68,2.02,1.57,Mais de2.5,1.32,2.68,Mais de1.5,3.45,1.19,Mais de3.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),1.42,1.28,1.45,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:45",
42,1601401644-155,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Aston Villa
              
                Liverpool",https://www.betano.pt/odds/aston-villa-liverpool/6458189/,Premier League,"Domingo, 4 Outubro 2020 19:15",Aston Villa,Liverpool,7.9,5.1,1.32,2.19,1.5,Mais de3.5,1.12,4.2,Mais de1.5,1.47,2.2,Mais de2.5,1.75,1.8,Ambas Equipas Marcam (Sim/Não),3.10,1.11,1.04,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:45",
43,1601401114-92,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"CA Osasuna
              
                Celta de Vigo",https://www.betano.pt/odds/ca-osasuna-celta-de-vigo/6641038/,LaLiga,"Domingo, 4 Outubro 2020 11:00",CA Osasuna,Celta de Vigo,2.62,2.96,2.78,2.05,1.55,Mais de2.5,1.35,2.56,Mais de1.5,3.6,1.17,Mais de3.5,1.78,1.75,Ambas Equipas Marcam (Sim/Não),1.38,1.31,1.44,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:37",
44,1601400691-43,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Montpellier
              
                Nimes",https://www.betano.pt/odds/montpellier-nimes/6422092/,Ligue 1,"Domingo, 4 Outubro 2020 12:00",Montpellier,Nimes,1.67,3.65,4.8,1.78,1.7,Mais de2.5,1.24,2.92,Mais de1.5,2.92,1.24,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.15,1.2,2.05,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:30",
45,1601401506-139,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Atalanta
              
                Cagliari",https://www.betano.pt/odds/atalanta-cagliari/6595029/,Série A,"Domingo, 4 Outubro 2020 11:30",Atalanta,Cagliari,1.25,5.75,9.5,1.80,1.75,Mais de3.5,1.07,5.1,Mais de1.5,1.31,2.74,Mais de2.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.55,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:43",
46,1601400568-29,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Augsburgo",https://www.betano.pt/odds/wolfsburgo-augsburgo/6562369/,Bundesliga,"Domingo, 4 Outubro 2020 14:30",Wolfsburgo,Augsburgo,1.91,3.5,3.7,1.70,1.85,Mais de2.5,1.22,3.25,Mais de1.5,2.72,1.31,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.8,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:27",
47,1601401395-126,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AS Roma
              
                Benevento Calcio",https://www.betano.pt/odds/as-roma-benevento-calcio/6650718/,Série A,"Domingo, 18 Outubro 2020 19:45",AS Roma,Benevento Calcio,1.27,5.0,11.0,1.55,2.05,Mais de2.5,1.15,3.8,Mais de1.5,2.35,1.42,Mais de3.5,1.95,1.61,Ambas Equipas Marcam (Sim/Não),1.02,1.14,3.45,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:43",
48,1601401183-101,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Madrid
              
                Real Valladolid",https://www.betano.pt/odds/real-madrid-real-valladolid/6567510/,LaLiga,"Quarta-feira, 30 Setembro 2020 20:30",Real Madrid,Real Valladolid,1.26,5.75,9.0,1.50,2.15,Mais de2.5,1.13,4.05,Mais de1.5,2.3,1.44,Mais de3.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.03,1.12,3.5,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:37",
49,1601401025-82,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Tambov
              
                Arsenal Tula",https://www.betano.pt/odds/tambov-arsenal-tula/6411716/,Premier Liga,"Sábado, 3 Outubro 2020 14:30",Tambov,Arsenal Tula,3.05,3.05,2.35,2.15,1.44,Mais de2.5,1.36,2.33,Mais de1.5,3.8,1.12,Mais de3.5,1.85,1.61,Ambas Equipas Marcam (Sim/Não),1.53,1.28,1.32,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:36",
50,1601400447-15,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"VVV Venlo
              
                Den Haag",https://www.betano.pt/odds/vvv-venlo-den-haag/6413122/,Eredivisie,"Sábado, 3 Outubro 2020 19:00",VVV Venlo,Den Haag,1.95,3.55,3.5,1.61,1.9,Mais de2.5,1.18,3.3,Mais de1.5,2.52,1.33,Mais de3.5,1.53,2.02,Ambas Equipas Marcam (Sim/Não),1.26,1.21,1.75,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:25",
51,1601401260-110,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"CS Marítimo
              
                Portimonense",https://www.betano.pt/odds/cs-maritimo-portimonense/6644922/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",CS Marítimo,Portimonense,2.3,3.15,3.05,2.05,1.5,Mais de2.5,1.35,2.45,Mais de1.5,3.65,1.14,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.33,1.27,1.55,1X,12.0,2X,"Terça-feira, 29 Setembro 2020 18:40",
52,1601400754-50,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Bournemouth
              
                Queens Park Rangers",https://www.betano.pt/odds/bournemouth-queens-park-rangers/6539930/,Championship,"Sábado, 17 Outubro 2020 15:00",Bournemouth,Queens Park Rangers,1.83,3.5,4.05,1.16,1.75,1X,,,,,,,,,,,,,,,,"Terça-feira, 29 Setembro 2020 18:31",
