,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
11,1601495710-66,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Rotherham
              
                Norwich City",https://www.betano.pt/odds/rotherham-norwich-city/6539922/,Championship,"Sábado, 17 Outubro 2020 15:00",Rotherham,Norwich City,3.7,3.35,1.95,1.67,1.19,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:53",
12,1601495719-67,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Middlesbrough
              
                Reading",https://www.betano.pt/odds/middlesbrough-reading/6539917/,Championship,"Sábado, 17 Outubro 2020 15:00",Middlesbrough,Reading,2.05,3.3,3.45,1.22,1.60,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:53",
13,1601496575-158,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Newcastle
              
                Manchester United",https://www.betano.pt/odds/newcastle-manchester-united/6458215/,Premier League,"Sábado, 17 Outubro 2020 16:00",Newcastle,Manchester United,5.95,3.85,1.53,1.65,1.91,Mais de2.5,1.19,3.45,Mais de1.5,2.56,1.35,Mais de3.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),2.35,1.19,1.09,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:08",
14,1601495790-75,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Reading
              
                Watford",https://www.betano.pt/odds/reading-watford/6411307/,Championship,"Sábado, 3 Outubro 2020 15:00",Reading,Watford,3.25,3.05,2.25,1.95,1.57,Mais de2.5,1.3,2.62,Mais de1.5,3.25,1.19,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.55,1.28,1.3,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:53",
15,1601496126-110,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Athletic Bilbao
              
                Cádiz CF",https://www.betano.pt/odds/athletic-bilbao-cadiz-cf/6567449/,LaLiga,"Quinta-feira, 1 Outubro 2020 18:00",Athletic Bilbao,Cádiz CF,1.57,3.55,6.0,1.42,2.33,Mais de1.5,2.35,1.42,Mais de2.5,4.33,1.11,Mais de3.5,2.35,1.42,Ambas Equipas Marcam (Sim/Não),1.09,1.23,2.2,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:59",
16,1601496621-163,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Southampton
              
                West Brom",https://www.betano.pt/odds/southampton-west-brom/6479799/,Premier League,"Domingo, 4 Outubro 2020 12:00",Southampton,West Brom,1.72,3.7,4.4,1.72,1.83,Mais de2.5,1.22,3.25,Mais de1.5,2.78,1.3,Mais de3.5,1.67,1.87,Ambas Equipas Marcam (Sim/Não),1.17,1.21,2.0,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:08",
17,1601495572-51,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"FC Metz
              
                FC Lorient",https://www.betano.pt/odds/fc-metz-fc-lorient/6422091/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",FC Metz,FC Lorient,2.2,3.2,3.15,2.16,1.45,Mais de2.5,1.36,2.4,Mais de1.5,3.85,1.12,Mais de3.5,1.88,1.61,Ambas Equipas Marcam (Sim/Não),1.31,1.26,1.57,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:50",
18,1601495492-42,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Dijon
              
                Rennes",https://www.betano.pt/odds/dijon-rennes/6551755/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Dijon,Rennes,3.35,3.25,2.11,1.57,1.23,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:50",
19,1601495484-41,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Lille
              
                RC Lens",https://www.betano.pt/odds/lille-rc-lens/6551756/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Lille,RC Lens,1.67,3.6,4.95,1.10,1.95,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:50",
20,1601495434-36,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"1. FC Union Berlin
              
                Mainz 05",https://www.betano.pt/odds/1-fc-union-berlin-mainz-05/6562361/,Bundesliga,"Sexta-feira, 2 Outubro 2020 19:30",1. FC Union Berlin,Mainz 05,2.2,3.35,3.05,1.72,1.83,Mais de2.5,1.23,3.15,Mais de1.5,2.78,1.3,Mais de3.5,1.57,2.02,Ambas Equipas Marcam (Sim/Não),1.33,1.25,1.57,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:47",
21,1601495208-12,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Sparta Rotterdam
              
                AZ Alkmaar",https://www.betano.pt/odds/sparta-rotterdam-az-alkmaar/6419534/,Eredivisie,"Domingo, 4 Outubro 2020 13:30",Sparta Rotterdam,AZ Alkmaar,4.45,4.0,1.65,1.50,2.05,Mais de2.5,1.13,3.75,Mais de1.5,2.25,1.42,Mais de3.5,1.53,2.04,Ambas Equipas Marcam (Sim/Não),2.10,1.17,1.17,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:44",
22,1601495416-34,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Eintracht Frankfurt
              
                Hoffenheim",https://www.betano.pt/odds/eintracht-frankfurt-hoffenheim/6562363/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Eintracht Frankfurt,Hoffenheim,2.3,3.4,2.84,2.00,1.60,Mais de3.5,1.11,4.35,Mais de1.5,1.4,2.4,Mais de2.5,1.33,2.62,Ambas Equipas Marcam (Sim/Não),1.36,1.25,1.55,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:47",
23,1601495163-7,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Heracles Almelo
              
                RKC Waalwijk",https://www.betano.pt/odds/heracles-almelo-rkc-waalwijk/6542330/,Eredivisie,"Sábado, 17 Outubro 2020 19:00",Heracles Almelo,RKC Waalwijk,1.42,4.35,6.75,1.04,2.45,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:44",
24,1601496038-100,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Levante
              
                Real Madrid",https://www.betano.pt/odds/levante-real-madrid/6641041/,LaLiga,"Domingo, 4 Outubro 2020 15:00",Levante,Real Madrid,6.0,4.3,1.47,2.14,1.50,Mais de3.5,1.13,4.1,Mais de1.5,1.45,2.25,Mais de2.5,1.55,2.05,Ambas Equipas Marcam (Sim/Não),2.50,1.16,1.09,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:59",
25,1601495509-44,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Saint-Étienne
              
                Nice",https://www.betano.pt/odds/saint-etienne-nice/6551752/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Saint-Étienne,Nice,2.11,3.25,3.35,1.23,1.57,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:50",
26,1601495450-37,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Stade Reims
              
                FC Lorient",https://www.betano.pt/odds/stade-reims-fc-lorient/6551760/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Stade Reims,FC Lorient,2.11,3.25,3.35,1.23,1.57,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:50",
27,1601495281-19,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"FC Schalke 04
              
                1. FC Union Berlin",https://www.betano.pt/odds/fc-schalke-04-1-fc-union-berlin/6632985/,Bundesliga,"Domingo, 18 Outubro 2020 17:00",FC Schalke 04,1. FC Union Berlin,2.37,3.1,2.98,1.88,1.67,Mais de2.5,1.28,2.84,Mais de1.5,3.15,1.23,Mais de3.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.33,1.28,1.5,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:47",
28,1601495379-30,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"RB Leipzig
              
                FC Schalke 04",https://www.betano.pt/odds/rb-leipzig-fc-schalke-04/6562367/,Bundesliga,"Sábado, 3 Outubro 2020 17:30",RB Leipzig,FC Schalke 04,1.25,6.05,8.5,1.90,1.65,Mais de3.5,1.07,5.05,Mais de1.5,1.33,2.62,Mais de2.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.6,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:47",
29,1601495590-53,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Montpellier
              
                Nimes",https://www.betano.pt/odds/montpellier-nimes/6422092/,Ligue 1,"Domingo, 4 Outubro 2020 12:00",Montpellier,Nimes,1.67,3.6,4.95,1.75,1.72,Mais de2.5,1.23,2.96,Mais de1.5,2.8,1.26,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.14,1.21,2.05,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:50",
30,1601496109-108,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Celta de Vigo
              
                Barcelona
                SO",https://www.betano.pt/odds/celta-de-vigo-barcelona/6567451/,LaLiga,"Quinta-feira, 1 Outubro 2020 20:30",Celta de Vigo,Barcelona,6.45,4.74,1.57,1.53,2.10,Mais de2.5,1.15,3.85,Mais de1.5,2.35,1.42,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),2.40,1.16,1.11,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:59",SO
31,1601496335-132,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AS Roma
              
                Benevento Calcio",https://www.betano.pt/odds/as-roma-benevento-calcio/6650718/,Série A,"Domingo, 18 Outubro 2020 19:45",AS Roma,Benevento Calcio,1.27,5.1,10.0,1.50,2.14,Mais de2.5,1.14,3.95,Mais de1.5,2.25,1.45,Mais de3.5,1.9,1.65,Ambas Equipas Marcam (Sim/Não),1.03,1.14,3.4,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:05",
32,1601495897-86,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Aberdeen FC
              
                St Mirren",https://www.betano.pt/odds/aberdeen-fc-st-mirren/6403488/,Premiership,"Sexta-feira, 2 Outubro 2020 19:45",Aberdeen FC,St Mirren,1.5,4.25,5.65,1.78,1.70,Mais de2.5,1.23,2.96,Mais de1.5,2.98,1.23,Mais de3.5,1.9,1.61,Ambas Equipas Marcam (Sim/Não),1.10,1.15,2.4,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:57",
33,1601495226-14,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Twente Enschede
              
                FC Emmen",https://www.betano.pt/odds/fc-twente-enschede-fc-emmen/6413466/,Eredivisie,"Sábado, 3 Outubro 2020 20:00",FC Twente Enschede,FC Emmen,1.9,3.6,3.65,1.57,1.95,Mais de2.5,1.16,3.45,Mais de1.5,2.4,1.36,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),1.24,1.2,1.8,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:44",
34,1601495245-16,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"RKC Waalwijk
              
                PEC Zwolle",https://www.betano.pt/odds/rkc-waalwijk-pec-zwolle/6451994/,Eredivisie,"Sábado, 3 Outubro 2020 17:45",RKC Waalwijk,PEC Zwolle,3.05,3.6,2.1,1.53,2.00,Mais de2.5,1.15,3.6,Mais de1.5,2.35,1.38,Mais de3.5,1.47,2.14,Ambas Equipas Marcam (Sim/Não),1.65,1.2,1.33,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:44",
35,1601496640-165,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Newcastle
              
                Burnley",https://www.betano.pt/odds/newcastle-burnley/6458226/,Premier League,"Sábado, 3 Outubro 2020 20:00",Newcastle,Burnley,2.37,3.0,3.1,2.14,1.50,Mais de2.5,1.38,2.45,Mais de1.5,3.8,1.15,Mais de3.5,1.83,1.72,Ambas Equipas Marcam (Sim/Não),1.32,1.31,1.5,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:08",
36,1601495772-73,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Sheffield Wednesday
              
                Queens Park Rangers",https://www.betano.pt/odds/sheffield-wednesday-queens-park-rangers/6411319/,Championship,"Sábado, 3 Outubro 2020 15:00",Sheffield Wednesday,Queens Park Rangers,2.0,3.25,3.7,1.80,1.67,Mais de2.5,1.25,2.86,Mais de1.5,2.94,1.23,Mais de3.5,1.65,1.85,Ambas Equipas Marcam (Sim/Não),1.23,1.25,1.72,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:53",
37,1601496220-120,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"FC Paços Ferreira
              
                CD Santa Clara",https://www.betano.pt/odds/fc-pacos-ferreira-cd-santa-clara/6644915/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",FC Paços Ferreira,CD Santa Clara,2.54,3.3,2.6,2.05,1.50,Mais de2.5,1.32,2.54,Mais de1.5,3.6,1.15,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.44,1.23,1.45,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:02",
38,1601496082-105,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Sociedad
              
                Getafe",https://www.betano.pt/odds/real-sociedad-getafe/6641035/,LaLiga,"Sábado, 3 Outubro 2020 17:30",Real Sociedad,Getafe,2.25,2.94,3.4,2.20,1.47,Mais de2.5,1.4,2.4,Mais de1.5,3.95,1.14,Mais de3.5,1.88,1.67,Ambas Equipas Marcam (Sim/Não),1.28,1.32,1.57,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:59",
39,1601496612-162,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Arsenal
              
                Sheffield United",https://www.betano.pt/odds/arsenal-sheffield-united/6458224/,Premier League,"Domingo, 4 Outubro 2020 14:00",Arsenal,Sheffield United,1.55,3.9,5.65,1.83,1.72,Mais de2.5,1.25,3.05,Mais de1.5,3.05,1.25,Mais de3.5,1.88,1.67,Ambas Equipas Marcam (Sim/Não),1.10,1.19,2.3,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:08",
40,1601495924-88,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"PFC Sochi
              
                Rostov",https://www.betano.pt/odds/pfc-sochi-rostov/6419926/,Premier Liga,"Domingo, 4 Outubro 2020 14:30",PFC Sochi,Rostov,2.56,3.1,2.72,2.05,1.50,Mais de2.5,1.33,2.45,Mais de1.5,3.55,1.14,Mais de3.5,1.78,1.67,Ambas Equipas Marcam (Sim/Não),1.40,1.27,1.45,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:58",
41,1601495467-39,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Mónaco
              
                Montpellier",https://www.betano.pt/odds/monaco-montpellier/6551758/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Mónaco,Montpellier,1.91,3.35,3.85,1.18,1.70,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:50",
42,1601495361-28,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Bayern Munique
              
                Hertha Berlin",https://www.betano.pt/odds/bayern-munique-hertha-berlin/6562368/,Bundesliga,"Domingo, 4 Outubro 2020 17:00",Bayern Munique,Hertha Berlin,1.14,7.65,14.25,1.55,2.05,Mais de3.5,1.03,6.3,Mais de1.5,1.2,3.35,Mais de2.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.02,1.06,5.0,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:47",
43,1601495475-40,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Marselha
              
                Bordéus",https://www.betano.pt/odds/marselha-bordeus/6551757/,Ligue 1,"Domingo, 18 Outubro 2020 19:00",Marselha,Bordéus,1.72,3.6,4.55,1.12,1.90,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:50",
44,1601495122-2,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"PEC Zwolle
              
                PSV Eindhoven",https://www.betano.pt/odds/pec-zwolle-psv-eindhoven/6549969/,Eredivisie,"Domingo, 18 Outubro 2020 15:45",PEC Zwolle,PSV Eindhoven,6.75,4.35,1.42,2.45,1.04,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:44",
45,1601496452-145,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Atalanta
              
                Cagliari",https://www.betano.pt/odds/atalanta-cagliari/6595029/,Série A,"Domingo, 4 Outubro 2020 11:30",Atalanta,Cagliari,1.25,6.05,8.5,1.83,1.72,Mais de3.5,1.06,5.3,Mais de1.5,1.31,2.72,Mais de2.5,1.65,1.91,Ambas Equipas Marcam (Sim/Não),1.04,1.11,3.55,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:05",
46,1601495317-23,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Augsburgo
              
                RB Leipzig",https://www.betano.pt/odds/augsburgo-rb-leipzig/6632981/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Augsburgo,RB Leipzig,4.8,4.25,1.57,2.04,1.57,Mais de3.5,1.1,4.45,Mais de1.5,1.4,2.4,Mais de2.5,1.45,2.25,Ambas Equipas Marcam (Sim/Não),2.25,1.16,1.15,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:47",
47,1601495371-29,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Wolfsburgo
              
                Augsburgo",https://www.betano.pt/odds/wolfsburgo-augsburgo/6562369/,Bundesliga,"Domingo, 4 Outubro 2020 14:30",Wolfsburgo,Augsburgo,1.91,3.45,3.7,1.70,1.85,Mais de2.5,1.22,3.25,Mais de1.5,2.7,1.32,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.78,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:47",
48,1601495702-65,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Swansea City
              
                Huddersfield",https://www.betano.pt/odds/swansea-city-huddersfield/6539925/,Championship,"Sábado, 17 Outubro 2020 15:00",Swansea City,Huddersfield,2.11,3.25,3.35,1.23,1.57,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:53",
49,1601496228-121,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Gil Vicente FC
              
                CD Tondela",https://www.betano.pt/odds/gil-vicente-fc-cd-tondela/6644913/,Primeira Liga,"Terça-feira, 20 Outubro 2020 20:00",Gil Vicente FC,CD Tondela,2.25,3.25,3.05,2.13,1.47,Mais de2.5,1.35,2.45,Mais de1.5,3.75,1.13,Mais de3.5,1.87,1.63,Ambas Equipas Marcam (Sim/Não),1.33,1.25,1.55,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:02",
50,1601496282-127,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"FC Porto
              
                CS Marítimo",https://www.betano.pt/odds/fc-porto-cs-maritimo/6568906/,Primeira Liga,"Sábado, 3 Outubro 2020 18:30",FC Porto,CS Marítimo,1.15,7.05,14.25,1.57,1.95,Mais de2.5,1.15,3.55,Mais de1.5,2.45,1.35,Mais de3.5,2.5,1.33,Ambas Equipas Marcam (Sim/Não),1.02,1.07,4.7,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:02",
51,1601495562-50,https://www.betano.pt/sport/futebol/franca/ligue-1/215r/,"Estrasburgo
              
                Lille",https://www.betano.pt/odds/estrasburgo-lille/6422095/,Ligue 1,"Domingo, 4 Outubro 2020 14:00",Estrasburgo,Lille,3.2,3.2,2.2,2.05,1.50,Mais de2.5,1.33,2.52,Mais de1.5,3.55,1.15,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.60,1.26,1.3,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:50",
52,1601496434-143,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Inter de Milão",https://www.betano.pt/odds/lazio-inter-de-milao/6595031/,Série A,"Domingo, 4 Outubro 2020 14:00",Lázio,Inter de Milão,2.76,3.65,2.25,1.50,2.16,Mais de2.5,1.14,4.0,Mais de1.5,2.25,1.45,Mais de3.5,1.44,2.3,Ambas Equipas Marcam (Sim/Não),1.57,1.21,1.4,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 21:05",
53,1601495669-61,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Blackburn Rovers
              
                Nottingham Forest",https://www.betano.pt/odds/blackburn-rovers-nottingham-forest/6539929/,Championship,"Sábado, 17 Outubro 2020 15:00",Blackburn Rovers,Nottingham Forest,2.25,3.35,2.96,1.30,1.50,1X,,,,,,,,,,,,,,,,"Quarta-feira, 30 Setembro 2020 20:53",
54,1601495745-70,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Brentford FC
              
                Preston",https://www.betano.pt/odds/brentford-fc-preston/6411330/,Championship,"Domingo, 4 Outubro 2020 14:00",Brentford FC,Preston,1.67,3.75,4.55,1.75,1.72,Mais de2.5,1.22,3.05,Mais de1.5,2.86,1.25,Mais de3.5,1.72,1.75,Ambas Equipas Marcam (Sim/Não),1.16,1.19,2.05,1X,12.0,2X,"Quarta-feira, 30 Setembro 2020 20:53",
