AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameCheck,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
45.0,1,1,0,17,1,30.5,74.5,1,3,0,2,7,Vancouver Whitecaps,75.0,2,,"3:00am, Sunday 4th October 2020.",1,3,,438688,55.0,3,6,7,10,0,69.5,89.6,0,22,10,9,1,Seattle Sounders FC,83.3,2, American MLS League
52.6,5,2,5,14,1,56.2,81.6,0,17,9,3,3,New England Revolution,50.0,1,,"12:00am, Monday 28th September 2020.",2,0,,438321,47.4,1,0,1,17,2,43.8,73.5,0,8,4,3,1,D.C. United,69.2,3, American MLS League
63.2,1,2,1,18,3,40.7,79.9,0,9,3,5,3,New York City FC,73.3,3,,"1:00am, Sunday 4th October 2020.",3,2,,438683,36.8,3,1,11,11,1,59.3,86.0,0,13,5,5,2,Inter Miami CF,75.0,3, American MLS League
50.0,3,1,7,10,3,54.5,80.7,0,11,5,3,6,Chicago Fire,86.7,1,,"12:30am, Sunday 4th October 2020.",2,2,,438685,50.0,2,0,6,7,1,45.5,76.6,0,12,2,8,1,Montreal Impact,58.3,2, American MLS League
75.0,5,1,8,11,2,58.1,86.2,0,16,8,3,2,FC Cincinnati,69.2,2,,"1:00am, Sunday 4th October 2020.",0,2,,438684,25.0,2,2,3,16,0,41.9,78.6,0,14,8,4,3,Minnesota United FC,76.9,2, American MLS League
37.5,1,0,3,9,1,34.0,70.4,0,4,2,1,5,Nashville SC,61.9,1,,"12:30am, Sunday 4th October 2020.",0,0,,438680,62.5,6,3,12,10,0,66.0,86.0,0,17,5,6,2,New England Revolution,75.0,0, American MLS League
47.1,2,2,3,21,1,50.6,82.7,0,12,6,4,0,Atlanta United FC,60.0,3,,"12:00am, Sunday 4th October 2020.",4,0,,438679,52.9,3,0,3,14,1,49.4,85.7,1,8,5,0,0,D.C. United,66.7,2, American MLS League
53.6,1,0,1,8,3,42.2,74.7,0,9,3,5,1,Philadelphia Union,61.5,1,,"12:30am, Sunday 4th October 2020.",1,2,,438689,46.4,4,1,7,9,0,57.8,81.1,0,14,7,3,4,Toronto FC,90.0,0, American MLS League
41.9,2,2,2,13,2,39.9,79.1,0,11,3,6,4,Sporting Kansas City,52.9,5,"2,004.","1:00am, Sunday 4th October 2020.",2,1,,438682,58.1,1,1,4,11,2,60.1,83.1,0,13,7,5,4,Houston Dynamo,55.6,4, American MLS League
53.3,5,1,6,13,2,62.9,87.7,0,19,4,10,1,Bournemouth,80.0,3,,"7:45pm, Friday 2nd October 2020.",3,1,,429743,46.7,0,1,1,10,0,37.1,74.5,1,5,3,2,6,Coventry City,50.0,1, Sky Bet Championship
62.5,0,3,2,7,4,51.8,75.8,0,8,3,5,1,Los Angeles Football Club,69.2,0,"3,062.","2:30am, Monday 5th October 2020.",3,1,,438690,37.5,2,2,9,14,2,48.2,69.9,0,11,8,1,2,Real Salt Lake,76.2,3, American MLS League
44.4,3,1,7,13,0,55.7,73.9,0,9,4,2,2,Queens Park Rangers,50.0,1,,"3:00pm, Saturday 3rd October 2020.",1,1,,429750,55.6,7,0,5,11,5,44.3,65.0,0,11,2,2,1,Sheffield Wednesday,53.3,2, Sky Bet Championship
48.0,5,0,7,12,2,42.3,72.8,0,12,2,5,2,Millwall,42.9,1,,"3:00pm, Saturday 3rd October 2020.",1,2,,429752,52.0,6,1,5,6,2,57.7,79.5,0,14,4,4,4,Swansea City,36.4,1, Sky Bet Championship
33.3,4,0,6,19,1,55.7,82.9,0,11,5,2,3,Watford,46.7,3,,"3:00pm, Saturday 3rd October 2020.",0,1,,429748,66.7,1,0,1,13,1,44.3,80.8,0,9,4,4,2,Reading,61.5,3, Sky Bet Championship
37.5,5,1,6,12,4,73.1,79.8,0,11,5,1,1,Huddersfield Town,45.5,1,,"3:00pm, Saturday 3rd October 2020.",1,1,,429749,62.5,3,0,2,17,2,26.9,47.6,0,5,0,2,1,Rotherham United,44.4,1, Sky Bet Championship
53.2,4,1,3,11,2,61.1,72.1,0,13,8,1,5,Barnsley,64.3,2,,"3:00pm, Saturday 3rd October 2020.",1,2,,429745,46.8,3,1,4,17,3,38.9,61.3,0,13,4,6,0,Middlesbrough,53.8,6, Sky Bet Championship
52.9,0,0,5,9,2,48.2,74.0,0,7,2,5,5,Bristol City,50.0,2,,"3:00pm, Saturday 3rd October 2020.",2,1,,429747,47.1,7,0,11,13,0,51.8,77.1,0,20,7,6,3,Nottingham Forest,66.7,0, Sky Bet Championship
69.2,3,0,6,15,0,39.1,66.1,1,16,8,5,6,Cardiff City,62.5,2,,"3:00pm, Saturday 3rd October 2020.",0,0,,429741,30.8,5,3,5,13,1,60.9,79.7,0,16,5,6,5,Blackburn Rovers,70.0,2, Sky Bet Championship
57.8,1,0,4,18,2,44.1,59.3,0,5,3,1,3,Wycombe Wanderers,50.0,1,,"3:00pm, Saturday 3rd October 2020.",0,2,,429744,42.2,4,4,7,10,5,55.9,71.4,0,16,5,7,2,Luton Town,100.0,1, Sky Bet Championship
59.4,3,0,2,6,0,34.0,71.7,0,9,3,3,5,Derby County,66.7,2,,"12:30pm, Saturday 3rd October 2020.",1,0,,429746,40.6,2,2,7,13,2,66.0,86.1,0,13,6,5,2,Norwich City,75.0,3, Sky Bet Championship
51.9,0,0,4,14,4,34.6,68.8,0,4,3,1,0,Birmingham City,68.8,1,,"3:00pm, Sunday 4th October 2020.",1,1,,429751,48.1,3,2,5,7,0,65.4,83.6,0,11,7,1,0,Stoke City,60.0,3, Sky Bet Championship
59.2,2,2,4,9,0,56.1,77.4,0,12,3,7,2,Preston North End,71.4,0,,"2:00pm, Sunday 4th October 2020.",4,2,,429742,40.8,5,2,4,10,2,43.9,71.0,0,13,4,4,3,Brentford,52.9,0, Sky Bet Championship
55.6,2,1,1,11,2,28.3,57.5,0,7,2,3,3,Livingston,50.0,1,,"3:00pm, Saturday 19th September 2020.",2,3,,425608,44.4,5,2,3,8,2,71.7,86.5,0,17,6,6,1,Celtic,57.1,1, Scottish Premiership
52.9,4,1,4,13,1,41.9,61.6,1,16,8,4,6,St Mirren,50.0,1,,"3:00pm, Saturday 19th September 2020.",1,2,,425609,47.1,2,3,8,11,3,58.1,72.8,0,17,7,8,3,Dundee United,79.2,3, Scottish Premiership
54.1,4,1,5,15,4,34.0,61.7,0,9,2,3,0,Motherwell,86.7,0,,"3:00pm, Sunday 20th September 2020.",3,0,,425607,45.9,3,1,4,13,1,66.0,79.4,0,9,6,0,0,Aberdeen,40.0,3, Scottish Premiership
44.4,8,5,5,14,2,69.2,86.2,0,19,4,7,3,Rangers,66.7,1,,"12:00pm, Sunday 20th September 2020.",2,2,,425610,55.6,1,1,6,17,2,30.8,67.4,0,7,1,5,5,Hibernian,66.7,4, Scottish Premiership
58.8,1,1,6,12,2,56.0,75.3,0,5,1,3,0,Kilmarnock,62.5,0,,"3:00pm, Saturday 26th September 2020.",1,0,,425618,41.2,1,0,5,16,1,44.0,68.1,0,6,5,0,2,St Mirren,42.9,5, Scottish Premiership
40.0,2,0,5,11,0,35.1,78.1,0,9,7,0,6,Hibernian,57.1,2,,"3:00pm, Sunday 27th September 2020.",0,3,,425613,60.0,5,1,6,9,0,64.9,89.4,0,20,6,9,0,Celtic,72.7,0, Scottish Premiership
65.9,2,1,7,11,1,49.7,60.3,0,13,9,2,0,St. Johnstone,64.3,0,,"3:00pm, Saturday 26th September 2020.",0,2,,425615,34.1,3,0,8,18,2,50.3,59.5,0,8,3,2,1,Livingston,70.6,2, Scottish Premiership
53.3,6,3,5,18,3,51.9,64.4,0,12,4,2,0,Dundee United,71.4,1,,"3:00pm, Saturday 26th September 2020.",1,1,,425614,46.7,4,1,7,18,5,48.1,56.2,0,12,7,1,1,Hamilton Academical,80.0,4, Scottish Premiership
51.6,7,1,6,14,3,54.1,84.9,0,18,3,8,0,Aberdeen,64.3,0,,"3:00pm, Sunday 27th September 2020.",3,0,,425617,48.4,5,0,2,16,2,45.9,77.6,1,8,3,0,5,Ross County,66.7,2, Scottish Premiership
31.3,3,0,2,12,0,43.1,74.4,0,8,1,4,6,Hamilton Academical,64.7,2,,"7:45pm, Friday 2nd October 2020.",2,3,,425621,68.8,5,4,7,10,3,56.9,81.5,0,18,4,9,3,Hibernian,100.0,1, Scottish Premiership
47.8,6,0,6,11,2,37.6,59.5,0,11,4,1,4,St Mirren,52.4,1,,"7:45pm, Friday 2nd October 2020.",1,2,,425619,52.2,8,0,5,14,1,62.4,75.5,0,15,1,6,0,Aberdeen,50.0,1, Scottish Premiership
51.7,0,1,2,13,0,27.9,61.7,0,4,4,0,2,Ross County,66.7,1,,"3:00pm, Sunday 4th October 2020.",0,2,,425623,48.3,6,1,14,9,4,72.1,85.8,0,15,5,4,0,Rangers,62.5,0, Scottish Premiership
50.6,3,5,11,11,5,55.7,61.3,0,16,7,6,0,Livingston,83.3,0,,"7:45pm, Friday 2nd October 2020.",2,1,,425620,49.4,0,0,3,15,0,44.3,50.0,0,1,0,1,4,Dundee United,100.0,0, Scottish Premiership
54.1,9,2,11,14,1,68.5,85.3,0,19,7,3,0,Celtic,37.5,2,,"12:00pm, Sunday 4th October 2020.",2,0,,425624,45.9,4,1,1,13,1,31.5,63.1,0,7,3,0,1,St. Johnstone,37.5,3, Scottish Premiership
57.9,3,1,5,10,1,49.8,77.4,2,13,8,2,7,VVV-Venlo,57.9,1,"6,500.","7:00pm, Saturday 26th September 2020.",0,1,,431763,42.1,1,0,8,13,1,50.2,81.7,0,16,7,8,2,Heerenveen,38.5,1, Dutch Eredivisie
62.2,4,0,2,11,1,56.8,73.0,0,9,3,2,1,PSV Eindhoven,100.0,2,"3,083.","3:45pm, Sunday 27th September 2020.",1,1,,431767,37.8,3,0,4,16,5,43.2,68.5,0,9,4,2,1,Heracles Almelo,69.2,4, Dutch Eredivisie
52.6,2,2,8,13,3,53.6,82.4,0,12,6,4,2,AZ Alkmaar,44.4,1,"3,000.","5:45pm, Saturday 26th September 2020.",3,3,,431761,47.4,4,2,5,9,0,46.4,77.7,0,13,4,5,1,Fortuna Sittard,62.5,2, Dutch Eredivisie
42.2,4,2,7,7,1,45.6,79.1,0,14,8,2,1,Willem II,50.0,1,"2,312.","3:45pm, Sunday 27th September 2020.",1,1,,431764,57.8,3,1,3,14,3,54.4,80.5,1,10,5,2,1,Emmen,50.0,1, Dutch Eredivisie
34.5,3,1,4,8,0,56.1,84.1,0,15,3,9,1,Rangers,52.4,0,,"12:00pm, Sunday 27th September 2020.",5,1,,425616,65.5,6,0,7,14,0,43.9,80.3,0,8,1,1,4,Motherwell,46.2,1, Scottish Premiership
51.9,3,0,5,10,0,31.3,72.1,1,9,4,2,4,Sparta Rotterdam,52.6,1,"2,933.","3:30pm, Saturday 26th September 2020.",0,4,,431762,48.1,7,1,9,12,3,68.7,87.2,0,20,5,8,2,PEC Zwolle,73.3,1, Dutch Eredivisie
46.7,3,0,1,14,1,47.6,84.6,0,12,5,4,4,RKC Waalwijk,83.3,0,"4,944.","1:30pm, Sunday 27th September 2020.",1,3,,431765,53.3,1,3,6,7,3,52.4,84.6,0,12,4,7,2,FC Utrecht,64.0,0, Dutch Eredivisie
35.7,1,1,4,11,0,36.7,68.0,0,10,4,5,8,ADO Den Haag,75.0,1,"13,000.","11:15am, Sunday 27th September 2020.",2,4,,431766,64.3,6,4,10,10,0,63.3,81.0,0,24,6,12,3,Feyenoord,66.7,2, Dutch Eredivisie
41.4,3,0,2,14,0,40.2,76.6,1,10,4,3,4,Heerenveen,61.9,0,,"7:00pm, Friday 2nd October 2020.",1,1,,431768,58.6,17,1,16,7,3,59.8,85.3,0,38,15,6,2,FC Utrecht,61.1,1, Dutch Eredivisie
47.6,1,0,4,9,0,33.0,73.1,0,3,2,0,4,Heracles Almelo,47.8,1,,"3:30pm, Saturday 3rd October 2020.",0,3,,431772,52.4,3,4,7,9,0,67.0,84.7,0,15,5,7,0,Vitesse Arnhem,57.1,2, Dutch Eredivisie
60.9,3,1,1,7,0,53.3,77.7,0,15,7,5,2,ADO Den Haag,66.7,1,,"7:00pm, Saturday 3rd October 2020.",2,1,,431771,39.1,3,0,4,12,0,46.7,78.9,0,10,4,3,3,VVV-Venlo,58.8,2, Dutch Eredivisie
55.6,1,0,1,10,2,46.8,76.7,0,8,5,2,5,Emmen,63.6,1,,"8:00pm, Saturday 3rd October 2020.",1,1,,431769,44.4,8,1,2,10,0,53.2,81.3,0,17,2,7,2,FC Twente,66.7,1, Dutch Eredivisie
31.6,3,1,4,20,1,53.8,79.9,0,16,5,8,2,Feyenoord,72.7,1,,"1:30pm, Sunday 4th October 2020.",4,1,,431776,68.4,0,2,1,15,1,46.2,75.6,0,6,3,3,4,Willem II,72.2,1, Dutch Eredivisie
33.3,4,0,3,10,0,42.1,74.4,0,16,7,5,3,Fortuna Sittard,76.2,1,,"3:45pm, Sunday 4th October 2020.",0,2,,431774,66.7,1,3,6,12,6,57.9,80.7,0,9,3,5,5,PSV Eindhoven,92.3,0, Dutch Eredivisie
52.6,5,0,11,9,4,69.2,79.2,0,18,11,2,1,Ajax,70.0,1,,"11:15am, Sunday 4th October 2020.",0,1,,431773,47.4,1,0,1,10,2,30.8,53.7,0,10,7,2,2,Groningen,46.2,0, Dutch Eredivisie
43.5,2,4,6,14,3,53.3,76.7,1,14,6,6,3,AZ Alkmaar,45.5,2,,"1:30pm, Sunday 4th October 2020.",4,4,,431775,56.5,2,0,6,16,4,46.7,69.2,0,17,8,7,2,Sparta Rotterdam,58.8,1, Dutch Eredivisie
45.8,2,0,5,13,3,46.5,63.3,0,5,2,1,3,Getafe,61.9,3,,"5:30pm, Saturday 3rd October 2020.",0,3,,433820,54.2,3,2,5,21,4,53.5,68.8,0,11,2,6,1,Real Sociedad,57.9,3, Spanish La Liga
43.8,4,2,5,26,2,48.8,85.7,0,18,10,4,0,SD Huesca,63.2,2,,"5:30pm, Saturday 3rd October 2020.",0,0,,433817,56.3,0,0,0,8,3,51.2,83.2,0,2,2,0,4,Elche,66.7,0, Spanish La Liga
39.1,0,0,4,17,1,35.0,75.6,0,3,2,1,1,Levante,50.0,2,,"6:00pm, Thursday 1st October 2020.",0,1,,433811,60.9,3,2,2,14,1,65.0,88.4,0,16,11,2,1,Sevilla,68.8,6, Spanish La Liga
46.2,0,0,2,16,2,27.7,59.4,2,3,2,1,4,Cadiz,23.1,1,,"6:00pm, Thursday 1st October 2020.",1,0,,433803,53.8,2,0,5,15,6,72.3,83.5,0,13,7,4,1,Athletic Bilbao,55.6,3, Spanish La Liga
39.3,3,3,7,14,0,53.4,83.6,0,17,6,8,2,Real Betis,71.4,2,,"8:00pm, Saturday 3rd October 2020.",2,0,,433822,60.7,2,1,4,11,5,46.6,81.3,0,5,1,2,6,Valencia,30.8,2, Spanish La Liga
61.9,0,0,1,7,0,45.5,84.4,0,6,4,2,1,Villarreal,54.5,2,,"3:00pm, Saturday 3rd October 2020.",0,0,,433814,38.1,6,0,9,11,4,54.5,87.1,0,14,7,1,2,Atletico Madrid,63.2,1, Spanish La Liga
63.2,2,1,5,18,1,45.6,87.2,0,13,10,1,4,Sevilla,50.0,1,,"8:00pm, Sunday 4th October 2020.",1,1,,433815,36.8,2,1,6,11,0,54.4,88.1,0,12,5,5,0,Barcelona,83.3,1, Spanish La Liga
65.7,1,1,4,21,1,47.1,64.6,1,11,5,5,2,Eibar,52.6,3,,"12:00pm, Saturday 3rd October 2020.",2,1,,433821,34.3,2,0,3,11,3,52.9,68.6,0,9,4,3,3,Real Valladolid,73.3,2, Spanish La Liga
53.3,4,3,7,8,1,55.0,84.4,0,13,6,3,4,Real Madrid,57.9,1,,"3:00pm, Sunday 4th October 2020.",2,0,,433818,46.7,1,1,4,14,3,45.0,80.7,0,11,6,4,1,Levante,36.4,2, Spanish La Liga
39.4,4,1,5,16,1,58.5,79.1,0,13,4,5,3,Granada,52.2,2,,"5:30pm, Sunday 4th October 2020.",1,1,,433816,60.6,4,1,2,16,0,41.5,73.5,0,14,6,4,4,Cadiz,64.7,2, Spanish La Liga
53.8,1,1,6,17,3,59.1,73.4,0,8,7,0,2,Athletic Bilbao,61.5,3,,"1:00pm, Sunday 4th October 2020.",0,1,,433813,46.2,1,1,0,20,2,40.9,65.9,1,8,4,3,0,Alaves,57.1,0, Spanish La Liga
56.4,1,0,5,10,3,60.8,78.6,0,9,5,3,2,Celta Vigo,68.4,3,,"11:00am, Sunday 4th October 2020.",0,2,,433819,43.6,0,2,6,19,2,39.2,69.4,0,13,8,5,3,Osasuna,70.6,3, Spanish La Liga
52.1,3,2,7,4,1,63.7,81.3,0,17,5,9,4,Leeds United,53.8,1,,"12:00pm, Sunday 27th September 2020.",1,0,,428863,47.9,5,2,5,18,2,36.3,70.9,0,14,5,4,7,Sheffield United,47.8,2, Premier League
60.0,0,1,4,8,3,28.3,74.9,0,7,0,7,3,Leicester City,39.1,3,,"4:30pm, Sunday 27th September 2020.",5,2,,428862,40.0,4,2,3,13,2,71.7,90.3,0,16,7,5,2,Manchester City,58.3,1, Premier League
58.9,2,0,4,17,5,52.3,74.3,0,7,2,3,2,Burnley,38.5,3,,"8:00pm, Saturday 3rd October 2020.",1,3,,428874,41.1,1,2,3,13,4,47.7,74.5,0,10,4,5,2,Newcastle United,40.0,2, Premier League
34.6,2,0,5,13,0,29.1,74.3,0,4,2,0,2,Crystal Palace,70.0,0,,"12:30pm, Saturday 3rd October 2020.",0,4,,428869,65.4,5,1,8,17,1,70.9,90.0,0,17,6,6,0,Chelsea,35.7,2, Premier League
30.8,5,0,10,14,2,56.6,85.1,0,11,3,3,2,Brighton and Hove Albion,65.0,1,,"3:00pm, Saturday 3rd October 2020.",2,4,,428870,69.2,3,4,3,13,0,43.4,85.2,0,11,2,6,1,Everton,75.0,0, Premier League
68.4,7,0,10,12,3,47.9,82.0,0,23,14,2,6,Manchester City,45.5,1,,"5:30pm, Saturday 3rd October 2020.",1,1,,428871,31.6,3,3,7,11,2,52.1,83.0,0,12,2,7,1,Leeds United,51.9,2, Premier League
58.5,3,0,4,9,1,34.2,77.4,0,6,2,1,11,Newcastle United,68.8,4,,"2:00pm, Sunday 27th September 2020.",1,1,,428864,41.5,4,3,10,15,0,65.8,88.1,0,23,7,12,0,Tottenham Hotspur,60.0,1, Premier League
51.3,3,4,3,14,3,35.0,70.5,0,12,4,5,2,Aston Villa,69.6,3,,"5:45pm, Monday 28th September 2020.",3,0,,428860,48.7,4,0,5,18,0,65.0,85.7,0,16,9,3,2,Fulham,44.4,6, Premier League
42.9,3,1,2,8,0,52.9,87.8,0,10,5,2,4,Fulham,78.6,1,,"2:00pm, Sunday 4th October 2020.",0,1,,428876,57.1,6,1,6,15,0,47.1,84.9,0,14,3,5,2,Wolverhampton Wanderers,55.6,1, Premier League
53.6,5,3,7,10,1,69.8,85.2,0,14,1,8,4,Liverpool,50.0,1,,"7:15pm, Sunday 4th October 2020.",2,7,,428868,46.4,3,6,2,7,2,30.2,68.1,0,18,4,11,6,Aston Villa,46.7,2, Premier League
23.1,8,5,4,10,0,62.0,89.9,0,22,6,8,1,Tottenham Hotspur,47.8,1,,"4:30pm, Sunday 4th October 2020.",6,1,,428873,76.9,1,0,2,14,1,38.0,82.7,1,5,2,2,2,Manchester United,33.3,2, Premier League
66.7,0,2,3,7,5,34.0,75.7,0,4,1,3,5,Arsenal,54.5,2,,"8:00pm, Monday 28th September 2020.",1,3,,428861,33.3,6,3,7,11,0,66.0,88.5,0,21,7,8,2,Liverpool,60.0,2, Premier League
48.6,0,1,1,10,0,40.6,70.5,0,7,5,2,3,RB Leipzig,91.7,3,"6,042.","2:30pm, Saturday 26th September 2020.",1,1,,427455,51.4,1,1,4,16,6,59.4,83.0,0,11,6,4,1,Bayer Leverkusen,52.4,1, German Bundesliga
58.5,3,3,4,8,2,30.5,70.3,0,14,5,6,0,West Ham United,50.0,2,,"12:00pm, Sunday 4th October 2020.",3,0,,428872,41.5,2,1,6,10,4,69.5,84.5,0,4,2,0,3,Leicester City,57.1,2, Premier League
48.0,2,0,1,10,1,38.4,69.5,0,5,1,2,6,West Bromwich Albion,61.1,1,,"12:00pm, Sunday 4th October 2020.",0,2,,428875,52.0,1,0,5,19,1,61.6,76.6,0,13,5,7,3,Southampton,66.7,2, Premier League
45.2,2,0,4,9,3,35.5,79.1,0,6,2,2,3,Sheffield United,36.4,1,,"2:00pm, Sunday 4th October 2020.",1,2,,428867,54.8,1,1,2,3,0,64.5,89.1,0,6,0,5,1,Arsenal,50.0,0, Premier League
41.9,6,0,7,16,0,53.0,79.7,0,12,4,2,1,Cologne,60.9,3,"5,460.","2:30pm, Saturday 26th September 2020.",0,1,,427457,58.1,2,0,4,12,1,47.0,83.4,0,7,3,2,2,Arminia Bielefeld,70.6,3, German Bundesliga
46.7,1,0,1,13,0,46.8,76.9,0,8,5,2,6,Wolfsburg,58.3,3,"3,200.","5:00pm, Sunday 27th September 2020.",1,1,,427461,53.3,6,0,9,11,3,53.2,78.7,0,19,6,7,1,SC Freiburg,52.9,0, German Bundesliga
61.1,4,2,6,10,5,71.6,85.0,0,16,9,3,4,Bayern Munich,57.1,2,"6,030.","2:30pm, Sunday 27th September 2020.",1,4,,427462,38.9,5,1,3,15,1,28.4,62.3,0,17,4,8,2,Hoffenheim,61.9,3, German Bundesliga
