AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameCheck,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
48.0,3,0,7,14,2,51.7,83.5,0,7,3,1,0,Columbus Crew,69.2,3,,"12:00am, Thursday 29th October 2020.",0,1,,438751,52.0,2,0,4,14,0,48.3,80.2,0,9,6,1,0,D.C. United,50.0,4, American MLS League
50.0,8,6,12,13,4,74.8,86.1,0,21,3,10,2,Borussia Dortmund,57.1,1,,"2:30pm, Saturday 31st October 2020.",2,0,,427492,50.0,0,0,0,13,1,25.2,67.2,0,5,3,2,8,Arminia Bielefeld,46.2,1, German Bundesliga
58.1,3,1,4,10,0,39.7,81.3,1,8,4,1,5,Lyon,57.9,1,,"8:00pm, Sunday 1st November 2020.",1,1,,431443,41.9,5,0,9,14,0,60.3,88.7,0,15,4,6,1,Lille,63.2,3, French Ligue 1
70.0,2,1,2,17,2,45.1,79.3,0,10,6,2,0,Montpellier,54.5,3,,"12:00pm, Sunday 1st November 2020.",1,0,,431450,30.0,4,1,8,16,0,54.9,84.4,0,8,4,0,1,St Etienne,58.8,3, French Ligue 1
53.3,5,0,7,13,3,46.6,77.3,0,9,3,1,2,Lorient,58.3,1,,"2:00pm, Sunday 1st November 2020.",0,0,,431442,46.7,5,0,9,18,3,53.4,78.5,0,11,4,2,1,Dijon,58.3,2, French Ligue 1
31.3,3,1,4,14,1,63.1,86.2,0,12,4,5,0,Chicago Fire,64.7,0,"3,987.","12:30am, Sunday 1st November 2020.",1,1,,438758,68.8,3,1,3,14,3,36.9,75.6,0,10,6,1,4,Nashville SC,66.7,1, American MLS League
51.9,6,2,7,10,3,47.6,82.5,0,22,7,9,1,Philadelphia Union,58.3,1,"1,500.","8:30pm, Sunday 1st November 2020.",1,2,,438761,48.1,1,2,5,11,0,52.4,82.2,0,7,3,3,8,Columbus Crew,36.4,1, American MLS League
53.6,4,0,4,12,1,47.7,81.3,0,5,1,0,2,Bordeaux,75.0,2,,"4:00pm, Sunday 1st November 2020.",0,4,,431445,46.4,6,3,10,10,2,52.3,86.9,0,17,5,6,0,Monaco,81.3,2, French Ligue 1
52.6,2,3,4,13,4,63.3,90.9,0,13,7,4,1,Paris Saint-Germain,66.7,1,,"8:00pm, Saturday 31st October 2020.",3,0,,431446,47.4,2,1,2,12,0,36.7,83.2,0,6,3,1,1,Nantes,60.0,2, French Ligue 1
45.5,5,0,8,14,0,48.3,80.0,0,14,7,2,6,Houston Dynamo,60.0,2,"4,028.","7:30pm, Saturday 31st October 2020.",0,3,,438757,54.5,1,3,3,7,2,51.7,81.2,0,14,4,9,2,FC Dallas,66.7,2, American MLS League
48.9,2,1,1,15,1,33.1,67.1,1,8,1,5,2,Metz,76.2,2,,"2:00pm, Sunday 1st November 2020.",1,0,,431447,51.1,6,0,10,13,1,66.9,81.7,0,16,8,2,4,Nimes,66.7,3, French Ligue 1
46.9,2,1,1,12,3,31.0,76.7,0,9,3,4,7,Brest,72.7,3,,"4:00pm, Saturday 31st October 2020.",1,2,,431449,53.1,8,1,8,2,0,69.0,89.9,0,24,8,8,3,Rennes,83.3,1, French Ligue 1
44.4,2,1,4,3,1,54.6,85.4,0,9,4,3,7,Seattle Sounders FC,58.8,2,,"2:00am, Monday 2nd November 2020.",1,3,,438760,55.6,2,3,8,11,0,45.4,83.2,0,16,4,10,2,Colorado Rapids,85.7,0, American MLS League
27.8,4,0,7,13,2,41.6,81.4,0,12,6,2,1,Inter Miami CF,58.3,2,"1,394.","12:30am, Monday 2nd November 2020.",1,2,,438768,72.2,1,1,3,9,3,58.4,86.2,0,9,5,3,1,Toronto FC,76.5,1, American MLS League
59.1,4,1,2,7,0,42.0,83.6,0,12,6,2,2,Vancouver Whitecaps,81.0,1,,"3:00am, Monday 2nd November 2020.",0,1,,438766,40.9,5,0,4,16,2,58.0,88.4,0,11,3,3,2,Portland Timbers,50.0,0, American MLS League
29.6,4,2,2,13,1,64.5,86.2,0,9,4,1,2,Real Salt Lake,53.8,0,,"3:30am, Monday 2nd November 2020.",1,2,,438762,70.4,2,1,1,15,1,35.5,70.7,0,8,2,4,0,Los Angeles Galaxy,66.7,2, American MLS League
45.2,12,10,12,9,2,75.7,88.5,0,45,10,23,0,Ajax,58.3,0,,"3:30pm, Saturday 24th October 2020.",13,0,,431788,54.8,1,0,3,12,0,24.3,59.8,1,3,2,0,10,VVV-Venlo,62.5,1, Dutch Eredivisie
54.2,0,3,3,9,0,51.2,84.3,0,9,4,5,5,Orlando City SC,42.1,1,,"12:30am, Monday 2nd November 2020.",1,0,,438763,45.8,7,0,6,12,1,48.8,84.4,0,16,4,5,4,Montreal Impact,64.3,0, American MLS League
50.0,6,1,8,6,2,58.7,82.4,0,23,10,7,1,AZ Alkmaar,37.5,1,,"7:00pm, Sunday 25th October 2020.",2,2,,431786,50.0,2,2,3,8,3,41.3,75.1,0,9,4,3,5,ADO Den Haag,75.0,2, Dutch Eredivisie
37.0,0,4,6,8,3,51.5,79.7,0,17,7,10,1,Groningen,53.3,1,,"11:15am, Sunday 25th October 2020.",3,1,,431790,63.0,1,1,1,12,1,48.5,73.1,0,5,2,2,7,Fortuna Sittard,58.8,1, Dutch Eredivisie
51.3,1,1,9,12,3,61.7,86.2,0,19,16,2,4,Heracles Almelo,50.0,3,,"1:30pm, Sunday 25th October 2020.",1,1,,431793,48.7,3,1,4,13,3,38.3,75.3,1,10,2,5,1,Sparta Rotterdam,47.8,2, Dutch Eredivisie
47.6,3,1,5,13,0,64.6,84.4,0,12,5,4,3,PSV Eindhoven,70.0,0,,"1:30pm, Sunday 25th October 2020.",1,2,,431794,52.4,1,1,4,13,1,35.4,75.0,0,7,1,5,4,Vitesse Arnhem,47.4,3, Dutch Eredivisie
55.0,1,1,3,8,5,52.1,83.0,0,18,9,8,4,Feyenoord,65.0,2,,"3:45pm, Sunday 25th October 2020.",2,2,,431792,45.0,0,0,2,19,1,47.9,81.9,0,8,2,6,6,RKC Waalwijk,58.3,2, Dutch Eredivisie
68.4,4,0,7,16,1,56.0,91.0,0,14,6,4,2,FC Cincinnati,62.5,2,"6,149.","12:00am, Monday 2nd November 2020.",0,2,,438759,31.6,1,2,2,14,0,44.0,85.7,0,8,3,4,4,Atlanta United FC,58.8,1, American MLS League
44.0,1,2,0,11,3,26.5,68.6,0,11,3,7,4,Fortuna Sittard,77.8,1,,"7:00pm, Saturday 31st October 2020.",2,5,,431796,56.0,11,2,7,12,1,73.5,88.9,0,30,10,9,5,Ajax,57.9,0, Dutch Eredivisie
61.5,4,1,5,13,5,46.2,69.7,0,8,2,2,4,VVV-Venlo,41.7,0,,"7:00pm, Saturday 31st October 2020.",1,2,,431797,38.5,3,0,5,8,0,53.8,80.2,0,14,5,6,1,Groningen,71.4,1, Dutch Eredivisie
51.6,2,1,4,12,4,43.2,63.7,0,10,3,5,5,New York Red Bulls,56.3,1,,"12:00am, Monday 2nd November 2020.",2,5,,438765,48.4,3,3,4,13,3,56.8,69.8,0,18,5,10,3,New York City FC,53.1,2, American MLS League
69.7,4,1,5,15,2,53.1,76.0,0,17,9,4,6,Vitesse Arnhem,54.2,2,,"8:00pm, Saturday 31st October 2020.",3,1,,431803,30.3,4,1,6,9,2,46.9,72.4,0,12,1,7,1,Willem II,53.8,3, Dutch Eredivisie
28.6,2,1,1,13,1,44.1,81.9,0,3,0,1,8,RKC Waalwijk,38.9,2,,"7:00pm, Sunday 1st November 2020.",0,3,,431795,71.4,2,5,6,8,3,55.9,86.7,0,19,6,11,1,AZ Alkmaar,71.4,1, Dutch Eredivisie
50.9,4,1,5,7,2,61.7,84.2,0,9,2,3,3,Tottenham Hotspur,45.5,0,,"8:00pm, Monday 26th October 2020.",1,0,,428890,49.1,4,1,4,9,4,38.3,74.2,0,13,5,4,2,Burnley,66.7,2, Premier League
43.6,1,0,2,7,1,50.3,83.6,0,9,5,3,3,West Bromwich Albion,63.6,0,,"5:30pm, Monday 26th October 2020.",1,1,,428889,56.4,1,1,6,14,2,49.7,81.0,0,5,1,3,2,Brighton and Hove Albion,50.0,2, Premier League
66.7,3,0,5,11,1,45.7,85.5,1,6,1,2,4,Everton,60.0,2,,"2:00pm, Sunday 25th October 2020.",0,2,,428894,33.3,1,0,4,11,1,54.3,88.4,0,13,6,6,2,Southampton,50.0,1, Premier League
48.6,1,2,3,8,3,45.6,76.1,0,12,5,6,5,Heerenveen,56.3,0,,"1:30pm, Sunday 1st November 2020.",4,1,,431802,51.4,3,0,4,8,6,54.4,80.2,0,15,6,6,2,Sparta Rotterdam,42.9,1, Dutch Eredivisie
36.1,1,2,4,11,8,59.7,79.1,0,10,4,5,0,PEC Zwolle,53.3,0,,"5:45pm, Saturday 31st October 2020.",1,5,,431798,63.9,1,2,5,14,3,40.3,69.3,0,8,2,5,4,FC Twente,60.0,1, Dutch Eredivisie
56.5,4,3,9,13,3,59.7,85.5,0,24,13,7,1,Feyenoord,63.6,2,,"1:30pm, Sunday 1st November 2020.",3,2,,431799,43.5,2,0,6,12,3,40.3,72.6,1,9,4,3,4,Emmen,64.7,4, Dutch Eredivisie
45.8,1,0,2,11,0,31.1,70.1,0,5,1,3,2,ADO Den Haag,44.4,1,,"3:45pm, Sunday 1st November 2020.",0,4,,431801,54.2,5,2,4,11,7,68.9,87.3,0,22,8,9,3,PSV Eindhoven,50.0,1, Dutch Eredivisie
35.3,6,0,6,4,2,54.7,90.3,1,11,3,2,3,Crystal Palace,40.0,2,,"8:00pm, Friday 30th October 2020.",0,2,,428906,64.7,2,2,7,13,0,45.3,84.6,0,15,8,5,2,Wolverhampton Wanderers,80.0,0, Premier League
60.9,4,2,4,15,4,63.7,87.7,0,14,1,9,0,Chelsea,61.5,0,,"3:00pm, Saturday 31st October 2020.",3,0,,428898,39.1,1,1,3,10,1,36.3,75.0,0,5,4,0,6,Burnley,76.9,1, Premier League
55.6,1,0,2,14,0,27.6,69.1,0,4,0,3,4,West Ham United,38.9,1,,"5:30pm, Saturday 31st October 2020.",1,2,,428901,44.4,1,1,1,13,1,72.4,88.4,0,9,3,5,2,Liverpool,60.0,0, Premier League
56.7,4,2,5,6,2,64.8,87.3,0,16,4,8,1,Manchester City,41.7,0,,"12:30pm, Saturday 31st October 2020.",1,0,,428904,43.3,1,1,2,14,0,35.2,77.9,0,3,1,1,7,Sheffield United,57.9,0, Premier League
41.4,2,0,5,13,4,56.6,80.7,0,6,2,2,2,Brighton and Hove Albion,61.5,1,,"7:15pm, Sunday 1st November 2020.",1,2,,428905,58.6,0,2,4,14,0,43.4,76.0,0,9,6,3,1,Tottenham Hotspur,56.3,2, Premier League
62.5,5,0,4,10,0,62.3,90.1,0,15,6,4,2,Everton,54.5,4,,"2:00pm, Sunday 1st November 2020.",1,2,,428903,37.5,4,1,5,9,1,37.7,77.2,0,11,3,4,3,Newcastle United,76.9,2, Premier League
33.3,0,0,3,12,0,46.7,85.6,0,7,5,2,3,Arsenal,75.0,3,,"4:30pm, Sunday 1st November 2020.",1,0,,428902,66.7,3,0,6,12,4,53.3,85.1,0,8,3,2,1,Manchester United,70.0,3, Premier League
37.5,1,1,1,17,2,44.1,69.2,0,9,4,4,7,Southampton,57.9,2,,"12:00pm, Sunday 1st November 2020.",4,3,,428897,62.5,7,3,11,12,2,55.9,74.4,0,19,2,10,0,Aston Villa,64.3,1, Premier League
29.2,1,3,3,5,0,32.5,69.9,0,10,1,8,3,Leicester City,55.0,1,,"8:00pm, Monday 2nd November 2020.",4,1,,428900,70.8,2,3,10,9,2,67.5,84.7,0,11,5,4,4,Leeds United,47.4,1, Premier League
51.6,5,0,2,11,4,54.3,79.1,0,10,4,1,2,West Bromwich Albion,53.6,2,,"5:30pm, Monday 2nd November 2020.",0,2,,428899,48.4,4,1,5,13,1,45.7,76.7,0,13,3,6,1,Fulham,40.0,3, Premier League
55.8,3,1,5,9,1,59.0,82.6,0,14,4,7,1,Reading,70.6,0,,"7:45pm, Friday 30th October 2020.",2,3,,429804,44.2,4,1,4,16,2,41.0,76.8,0,14,6,4,5,Coventry City,57.1,5, Sky Bet Championship
44.9,1,0,4,12,4,44.5,70.2,0,8,4,3,2,Bristol City,45.8,0,,"7:45pm, Wednesday 28th October 2020.",0,1,,429796,55.1,3,2,5,10,2,55.5,74.7,0,12,6,3,2,Bournemouth,47.1,0, Sky Bet Championship
52.8,3,0,4,10,2,76.9,84.3,0,12,7,2,1,Huddersfield Town,70.0,1,,"7:45pm, Wednesday 28th October 2020.",1,2,,429795,47.2,2,1,2,18,0,23.1,53.8,0,14,8,4,1,Birmingham City,30.8,2, Sky Bet Championship
32.6,6,1,7,4,1,43.2,76.1,0,13,3,4,1,Millwall,63.6,0,,"7:00pm, Wednesday 28th October 2020.",2,0,,429799,67.4,3,1,2,16,1,56.8,79.8,0,5,1,1,2,Preston North End,50.0,2, Sky Bet Championship
59.1,2,0,5,10,1,58.9,79.0,0,11,5,4,1,Blackburn Rovers,46.2,0,,"3:00pm, Saturday 31st October 2020.",0,2,,429811,40.9,5,1,9,10,2,41.1,70.8,0,11,3,3,4,Swansea City,55.6,3, Sky Bet Championship
40.4,6,0,9,10,2,72.4,78.1,0,15,6,3,2,Sheffield Wednesday,50.0,2,,"3:00pm, Saturday 31st October 2020.",0,1,,429812,59.6,2,0,7,17,1,27.6,43.6,0,11,6,3,3,Wycombe Wanderers,47.1,2, Sky Bet Championship
45.7,2,0,2,18,1,54.4,66.8,0,5,2,1,2,Nottingham Forest,50.0,2,,"3:00pm, Saturday 31st October 2020.",0,1,,429806,54.3,6,1,8,8,3,45.6,62.0,0,12,3,3,1,Middlesbrough,64.7,1, Sky Bet Championship
33.3,1,0,2,14,4,54.5,62.9,0,7,6,0,2,Rotherham United,71.4,2,,"3:00pm, Saturday 31st October 2020.",0,1,,429810,66.7,2,1,7,16,4,45.5,56.0,0,8,3,3,0,Stoke City,62.5,1, Sky Bet Championship
53.5,4,0,4,9,3,52.5,72.6,0,16,7,5,3,Cardiff City,50.0,3,,"3:00pm, Saturday 31st October 2020.",2,3,,429809,46.5,2,4,8,10,0,47.5,66.1,0,12,4,6,3,Queens Park Rangers,54.5,4, Sky Bet Championship
42.6,6,2,4,15,5,40.1,66.0,0,19,7,6,5,Birmingham City,85.7,0,,"3:00pm, Saturday 31st October 2020.",2,1,,429808,57.4,1,1,4,17,2,59.9,76.7,0,11,4,6,4,Preston North End,90.9,1, Sky Bet Championship
48.5,2,1,2,8,1,54.7,83.6,0,12,3,7,4,Huddersfield Town,66.7,0,,"3:00pm, Saturday 31st October 2020.",3,0,,429807,51.5,2,0,10,8,1,45.3,77.9,0,10,4,4,4,Millwall,60.0,2, Sky Bet Championship
40.0,3,0,1,13,0,30.8,57.7,0,10,3,4,4,Derby County,75.0,1,,"3:00pm, Saturday 31st October 2020.",1,1,,429802,60.0,1,0,4,13,2,69.2,82.8,0,10,4,5,2,Bournemouth,70.0,2, Sky Bet Championship
44.4,2,4,4,12,0,51.6,79.1,0,12,5,5,1,Brentford,71.4,1,,"3:00pm, Saturday 31st October 2020.",3,0,,429805,55.6,2,0,5,10,1,48.4,78.1,0,4,1,1,3,Luton Town,63.6,1, Sky Bet Championship
50.0,2,0,6,8,0,60.2,86.9,0,10,3,5,3,FC Utrecht,55.6,1,,"11:15am, Sunday 1st November 2020.",1,4,,431800,50.0,4,3,4,13,0,39.8,82.6,0,15,4,7,4,Heracles Almelo,83.3,2, Dutch Eredivisie
45.2,4,2,3,9,5,66.2,76.8,0,7,3,0,1,Watford,80.0,1,,"3:00pm, Saturday 31st October 2020.",0,1,,429801,54.8,2,0,2,9,0,33.8,56.0,0,7,3,2,0,Barnsley,66.7,1, Sky Bet Championship
51.4,3,0,5,11,7,48.0,77.5,0,7,0,4,2,SD Huesca,50.0,1,,"8:00pm, Sunday 25th October 2020.",1,4,,433840,48.6,1,3,4,12,1,52.0,80.8,0,13,6,6,3,Real Sociedad,55.0,2, Spanish La Liga
57.9,5,1,2,19,0,41.4,70.4,0,11,3,3,2,Celta Vigo,35.3,2,,"8:00pm, Monday 26th October 2020.",1,1,,433838,42.1,3,1,3,11,5,58.6,80.6,0,10,4,3,2,Levante,41.2,2, Spanish La Liga
63.4,2,2,4,7,3,56.0,78.7,0,14,8,4,1,Alaves,75.0,0,,"1:00pm, Sunday 25th October 2020.",2,0,,433841,36.6,1,0,2,9,4,44.0,70.9,1,5,3,1,1,Real Valladolid,50.0,1, Spanish La Liga
51.4,1,0,1,23,1,34.5,43.6,0,5,2,2,1,Granada,41.7,2,,"5:30pm, Sunday 25th October 2020.",1,0,,433837,48.6,6,2,6,19,3,65.5,69.2,0,10,3,1,1,Getafe,72.7,4, Spanish La Liga
41.0,4,4,4,16,0,55.5,83.4,0,19,7,8,5,Norwich City,76.9,4,,"12:30pm, Saturday 31st October 2020.",3,1,,429803,59.0,4,0,5,8,4,44.5,74.5,0,15,5,6,5,Bristol City,56.3,0, Sky Bet Championship
48.3,2,2,5,7,3,76.5,88.2,0,7,3,2,0,Villarreal,46.2,2,,"3:00pm, Sunday 25th October 2020.",0,0,,433835,51.7,1,0,0,14,1,23.5,64.8,0,5,4,0,2,Cadiz,50.0,2, Spanish La Liga
64.3,1,2,3,9,1,40.7,85.9,0,9,6,2,2,SD Huesca,76.5,2,,"1:00pm, Saturday 31st October 2020.",1,4,,433850,35.7,4,5,6,16,2,59.3,89.3,0,13,3,6,1,Real Madrid,61.1,0, Spanish La Liga
48.8,1,2,2,10,2,55.2,80.8,0,11,4,6,2,Atletico Madrid,53.3,2,,"5:30pm, Saturday 31st October 2020.",3,1,,433848,51.2,1,2,3,12,0,44.8,72.3,0,8,4,3,3,Osasuna,66.7,1, Spanish La Liga
48.1,4,2,7,14,7,55.1,85.5,0,16,6,6,0,Udinese,75.0,3,,"5:00pm, Sunday 25th October 2020.",2,3,,434367,51.9,0,2,2,16,1,44.9,79.4,0,5,2,3,4,Fiorentina,33.3,1, Italian Serie A
56.3,1,2,1,19,1,53.8,82.2,0,7,3,3,3,Sevilla,50.0,5,,"3:15pm, Saturday 31st October 2020.",1,2,,433844,43.8,7,1,6,17,0,46.2,76.8,0,16,4,5,1,Athletic Bilbao,25.0,5, Spanish La Liga
44.2,2,5,15,13,3,65.6,87.7,0,19,12,5,2,Napoli,92.3,1,,"2:00pm, Sunday 25th October 2020.",2,1,,434365,55.8,2,1,4,16,1,34.4,68.9,0,9,4,3,3,Benevento,70.0,3, Italian Serie A
51.5,3,1,7,15,1,46.3,85.2,0,12,2,7,5,Roma,66.7,2,,"7:45pm, Monday 26th October 2020.",3,3,,434371,48.5,3,3,7,14,7,53.7,86.8,0,13,2,8,4,AC Milan,63.6,3, Italian Serie A
45.5,0,2,2,10,2,26.9,45.6,0,6,2,4,3,Cadiz,62.5,1,,"8:00pm, Friday 30th October 2020.",2,0,,433846,54.5,1,1,7,10,2,73.1,81.2,0,9,5,3,2,Eibar,76.9,1, Spanish La Liga
41.2,8,1,14,4,3,79.3,89.8,0,25,8,9,2,Barcelona,72.2,3,,"8:00pm, Saturday 31st October 2020.",1,1,,433843,58.8,0,0,2,16,1,20.7,64.8,1,4,1,3,7,Alaves,37.0,2, Spanish La Liga
38.1,1,3,1,13,1,56.5,87.5,1,12,5,6,4,Crotone,50.0,2,,"11:30am, Sunday 25th October 2020.",2,4,,434366,61.9,2,2,6,13,2,43.5,84.5,0,19,9,8,4,Cagliari,60.0,2, Italian Serie A
52.0,2,1,3,21,1,51.5,81.7,0,14,6,6,4,Spezia,64.3,2,,"2:00pm, Sunday 25th October 2020.",2,2,,434372,48.0,2,3,12,11,4,48.5,79.7,0,17,9,6,4,Parma,53.3,3, Italian Serie A
57.9,1,2,3,16,2,54.4,82.3,0,9,1,7,1,Real Sociedad,58.8,5,,"3:00pm, Sunday 1st November 2020.",4,1,,433845,42.1,2,1,2,19,2,45.6,77.4,1,9,5,2,3,Celta Vigo,55.6,0, Spanish La Liga
64.3,0,1,1,12,4,40.4,86.4,0,4,2,2,7,Elche,41.7,1,,"1:00pm, Sunday 1st November 2020.",1,3,,433849,35.7,2,5,1,13,0,59.6,90.4,0,17,5,10,1,Real Betis,61.1,2, Spanish La Liga
34.2,5,0,4,13,0,40.3,77.0,0,11,5,1,3,Real Valladolid,65.0,3,,"8:00pm, Monday 2nd November 2020.",0,2,,433852,65.8,3,2,6,13,3,59.7,84.1,0,11,3,5,1,Villarreal,41.7,1, Spanish La Liga
60.5,5,1,8,14,0,71.5,85.2,0,19,10,4,1,Levante,75.0,3,,"5:30pm, Sunday 1st November 2020.",1,1,,433847,39.5,0,0,2,7,3,28.5,64.0,1,5,3,2,3,Granada,25.0,2, Spanish La Liga
42.2,3,2,3,25,2,61.7,76.7,1,16,8,5,3,Getafe,50.0,3,,"8:00pm, Sunday 1st November 2020.",2,2,,433851,57.8,1,1,0,18,6,38.3,66.4,1,10,4,5,3,Valencia,71.4,6, Spanish La Liga
61.1,6,5,7,11,3,48.2,57.6,0,22,8,8,1,St. Johnstone,69.2,0,,"3:00pm, Saturday 17th October 2020.",5,3,,425627,38.9,2,0,3,18,0,51.8,61.3,0,10,4,4,3,Hamilton Academical,50.0,1, Scottish Premiership
54.1,9,2,11,14,1,68.5,85.3,0,19,7,3,0,Celtic,37.5,2,,"12:00pm, Sunday 4th October 2020.",2,0,,425624,45.9,4,1,1,13,1,31.5,63.1,0,7,3,0,1,St. Johnstone,37.5,3, Scottish Premiership
48.9,7,1,10,18,0,60.2,77.0,0,18,4,7,3,Aberdeen,37.5,2,,"3:00pm, Saturday 17th October 2020.",0,0,,425626,51.1,3,1,2,9,1,39.8,62.8,0,6,0,3,6,Dundee United,63.6,1, Scottish Premiership
