AAD,ABS,ACCC,ACorn,AF,AOff,AP,APass,AR,AS,ASOT,AST,ASaves,AT,ATack,AY,Attendance,Date,FTAG,FTHG,GameID,HAD,HBS,HCCC,HCorn,HF,HOff,HP,HPass,HR,HS,HSOT,HST,HSaves,HT,HTack,HY,League
46.9,6,0,4,10,1,62.3,85.7,0,21,12,3,3,Real Betis,61.5,3,,"9:00pm, Saturday 11th July 2020.",0,1,415983,53.1,2,1,2,10,2,37.7,76.8,1,9,3,4,3,Atletico Madrid,68.4,1, Spanish La Liga
73.3,5,1,7,10,0,45.6,85.2,0,11,5,1,4,Montpellier,44.4,3,"24,818.","4:00pm, Sunday 8th March 2020.",0,5,408640,26.7,2,3,2,9,0,54.4,88.6,0,16,5,9,1,Rennes,78.6,2, French Ligue 1
43.9,2,1,4,11,1,47.3,70.7,0,12,7,3,3,Celta Vigo,71.4,2,,"4:00pm, Saturday 11th July 2020.",1,2,415988,56.1,3,2,3,10,1,52.7,71.5,0,15,7,5,2,Osasuna,63.2,2, Spanish La Liga
66.7,1,1,6,14,1,43.8,74.5,0,12,6,5,0,Athletic Bilbao,83.3,1,,"4:00pm, Sunday 12th July 2020.",2,1,415987,33.3,2,1,2,11,2,56.2,80.9,0,5,2,1,3,Levante,28.6,0, Spanish La Liga
59.4,5,0,6,7,0,36.7,76.3,0,14,4,5,3,Real Mallorca,66.7,2,,"9:00pm, Sunday 12th July 2020.",0,2,415989,40.6,5,1,5,14,4,63.3,85.9,0,14,4,5,5,Sevilla,55,3, Spanish La Liga
37.3,1,0,2,14,1,27.8,59,0,11,4,6,3,Eibar,56.3,2,,"1:00pm, Sunday 12th July 2020.",2,0,415984,62.7,4,0,7,13,2,72.2,82.1,0,14,7,3,4,Espanyol,57.1,2, Spanish La Liga
42.9,2,0,8,9,2,68.4,86.2,0,16,9,5,0,Valencia,62.5,1,,"6:30pm, Sunday 12th July 2020.",0,1,415986,57.1,2,0,2,21,1,31.6,68.7,1,10,7,1,5,Leganes,75,4, Spanish La Liga
62.1,3,3,10,11,1,47.6,81.2,0,11,2,6,2,Real Sociedad,50,2,,"6:30pm, Monday 13th July 2020.",2,1,415991,37.9,2,0,2,12,1,52.4,84.1,0,9,4,3,4,Villarreal,50,2, Spanish La Liga
52.4,3,0,3,18,2,62,88.9,0,11,3,5,2,Real Madrid,41.7,2,,"9:00pm, Monday 13th July 2020.",2,1,415985,47.6,2,1,5,18,0,38,79.5,0,13,7,4,3,Granada,82.4,2, Spanish La Liga
40.3,3,0,4,15,3,53.6,58,0,14,7,4,1,Getafe,57.1,2,,"6:30pm, Monday 13th July 2020.",0,0,415982,59.7,1,0,2,26,7,46.4,57.4,0,3,1,1,4,Alaves,46.2,4, Spanish La Liga
48.8,1,4,6,18,3,27.2,69.4,1,9,3,5,6,Alaves,50,4,,"8:00pm, Thursday 16th July 2020.",2,1,415998,51.2,3,3,6,14,2,72.8,88,1,14,4,7,3,Real Betis,66.7,4, Spanish La Liga
36.8,1,1,2,13,1,43,85.3,0,8,3,4,5,Villarreal,53.8,2,,"8:00pm, Thursday 16th July 2020.",1,2,415999,63.2,1,1,4,13,2,57,89,0,12,4,7,3,Real Madrid,53.8,3, Spanish La Liga
55.3,4,1,6,18,3,47.4,74.7,0,14,4,6,4,Granada,64.3,5,,"8:00pm, Thursday 16th July 2020.",2,1,415997,44.7,6,1,5,14,0,52.6,80.4,2,18,7,5,4,Real Mallorca,45.5,5, Spanish La Liga
50.9,2,1,2,13,3,62.4,83.4,0,8,3,3,4,Sevilla,61.1,2,,"8:00pm, Thursday 16th July 2020.",0,0,416000,49.1,4,1,3,16,1,37.6,75.4,0,11,3,4,3,Real Sociedad,70.6,1, Spanish La Liga
57.7,2,2,4,18,0,52.3,85.8,0,18,10,6,2,Espanyol,61.5,4,,"8:00pm, Thursday 16th July 2020.",0,1,416011,42.3,4,2,4,9,1,47.7,84.6,1,9,2,3,6,Valencia,58.3,2, Spanish La Liga
