web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1601550842-67,https://www.oddsportal.com/soccer/spain/laliga/,Barcelona - Sevilla,https://www.oddsportal.com/soccer/spain/laliga/barcelona-sevilla-zVn3v1Hr/,LaLiga,"Sunday, 04 Oct  2020, 19:00",Barcelona - Sevilla,,Spain
1601551439-172,https://www.oddsportal.com/soccer/italy/serie-a/,Atalanta - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/atalanta-cagliari-rBrXmyAF/,Serie A,"Sunday, 04 Oct  2020, 10:30",Atalanta - Cagliari,,Italy
1601551615-203,https://www.oddsportal.com/soccer/england/championship/,Brentford - Coventry,https://www.oddsportal.com/soccer/england/championship/brentford-coventry-n9IN7bDG/,Championship,"Saturday, 17 Oct  2020, 14:00",Brentford - Coventry,,England
1601550959-88,https://www.oddsportal.com/soccer/russia/premier-league/,Rubin Kazan - Akhmat Grozny,https://www.oddsportal.com/soccer/russia/premier-league/rubin-kazan-akhmat-grozny-d6dEuEZp/,Premier League,"Sunday, 04 Oct  2020, 13:30",Rubin Kazan - Akhmat Grozny,,Russia
1601550938-84,https://www.oddsportal.com/soccer/russia/premier-league/,FK Rostov - Akhmat Grozny,https://www.oddsportal.com/soccer/russia/premier-league/fk-rostov-akhmat-grozny-IBs91ed4/,Premier League,"Saturday, 17 Oct  2020, 13:00",FK Rostov - Akhmat Grozny,,Russia
1601551770-231,https://www.oddsportal.com/soccer/england/premier-league/,Manchester Utd - Tottenham,https://www.oddsportal.com/soccer/england/premier-league/manchester-united-tottenham-l2dtbMED/,Premier League,"Sunday, 04 Oct  2020, 15:30",Manchester Utd - Tottenham,,England
1601551434-171,https://www.oddsportal.com/soccer/italy/serie-a/,Benevento - Bologna,https://www.oddsportal.com/soccer/italy/serie-a/benevento-bologna-QZXymePL/,Serie A,"Sunday, 04 Oct  2020, 13:00",Benevento - Bologna,,Italy
1601551701-219,https://www.oddsportal.com/soccer/england/championship/,Norwich - Derby,https://www.oddsportal.com/soccer/england/championship/norwich-derby-MPw1bZI5/,Championship,"Saturday, 03 Oct  2020, 11:30",Norwich - Derby,,England
1601551476-178,https://www.oddsportal.com/soccer/france/ligue-1/,St Etienne - Nice,https://www.oddsportal.com/soccer/france/ligue-1/st-etienne-nice-2PS37aYg/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",St Etienne - Nice,,France
1601551572-196,https://www.oddsportal.com/soccer/france/ligue-1/,Paris SG - Angers,https://www.oddsportal.com/soccer/france/ligue-1/paris-sg-angers-SUtfeYN1/,Ligue 1,"Tomorrow, 02 Oct  2020, 19:00",Paris SG - Angers,,France
1601551178-126,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Groningen - Ajax,https://www.oddsportal.com/soccer/netherlands/eredivisie/groningen-ajax-bRpEWnIk/,Eredivisie,"Sunday, 04 Oct  2020, 10:15",Groningen - Ajax,,Netherlands
1601551077-108,https://www.oddsportal.com/soccer/usa/mls/,Houston Dynamo - Sporting Kansas City,https://www.oddsportal.com/soccer/usa/mls/houston-dynamo-sporting-kansas-city-UuvJzW5n/,MLS,"Sunday, 04 Oct  2020, 00:00",Houston Dynamo - Sporting Kansas City,,USA
1601551226-134,https://www.oddsportal.com/soccer/germany/bundesliga/,B. Monchengladbach - Wolfsburg,https://www.oddsportal.com/soccer/germany/bundesliga/b-monchengladbach-wolfsburg-CvIkWlcU/,Bundesliga,"Saturday, 17 Oct  2020, 18:30",B. Monchengladbach - Wolfsburg,,Germany
1601551370-159,https://www.oddsportal.com/soccer/italy/serie-a/,AS Roma - Benevento,https://www.oddsportal.com/soccer/italy/serie-a/as-roma-benevento-8E3ngWoe/,Serie A,"Sunday, 18 Oct  2020, 18:45",AS Roma - Benevento,,Italy
1601551792-235,https://www.oddsportal.com/soccer/england/premier-league/,Leicester - West Ham,https://www.oddsportal.com/soccer/england/premier-league/leicester-west-ham-ABcxa2a7/,Premier League,"Sunday, 04 Oct  2020, 11:00",Leicester - West Ham,,England
1601550981-92,https://www.oddsportal.com/soccer/russia/premier-league/,Ural - CSKA Moscow,https://www.oddsportal.com/soccer/russia/premier-league/ural-cska-moscow-CEv13HRi/,Premier League,"Saturday, 03 Oct  2020, 13:30",Ural - CSKA Moscow,,Russia
1601551204-131,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Utrecht - Heerenveen,https://www.oddsportal.com/soccer/netherlands/eredivisie/utrecht-heerenveen-8rmWvBA9/,Eredivisie,"Tomorrow, 02 Oct  2020, 18:00",Utrecht - Heerenveen,,Netherlands
1601551765-230,https://www.oddsportal.com/soccer/england/premier-league/,Aston Villa - Liverpool,https://www.oddsportal.com/soccer/england/premier-league/aston-villa-liverpool-6J0L2p0r/,Premier League,"Sunday, 04 Oct  2020, 18:15",Aston Villa - Liverpool,,England
1601551482-179,https://www.oddsportal.com/soccer/france/ligue-1/,Reims - Lorient,https://www.oddsportal.com/soccer/france/ligue-1/reims-lorient-hjwUD1eQ/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Reims - Lorient,,France
1601550970-90,https://www.oddsportal.com/soccer/russia/premier-league/,Lokomotiv Moscow - Khimki,https://www.oddsportal.com/soccer/russia/premier-league/lokomotiv-moscow-khimki-nX6vnGdH/,Premier League,"Sunday, 04 Oct  2020, 11:00",Lokomotiv Moscow - Khimki,,Russia
1601551380-161,https://www.oddsportal.com/soccer/italy/serie-a/,Torino - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/torino-cagliari-IqowGgg8/,Serie A,"Sunday, 18 Oct  2020, 13:00",Torino - Cagliari,,Italy
1601551087-110,https://www.oddsportal.com/soccer/usa/mls/,New England Revolution - Nashville SC,https://www.oddsportal.com/soccer/usa/mls/new-england-revolution-nashville-sc-ADCSh3XA/,MLS,"Saturday, 03 Oct  2020, 23:30",New England Revolution - Nashville SC,,USA
1601551540-190,https://www.oddsportal.com/soccer/france/ligue-1/,Metz - Lorient,https://www.oddsportal.com/soccer/france/ligue-1/metz-lorient-dONk0rRQ/,Ligue 1,"Sunday, 04 Oct  2020, 13:00",Metz - Lorient,,France
1601551583-197,https://www.oddsportal.com/soccer/england/championship/,Preston - Cardiff,https://www.oddsportal.com/soccer/england/championship/preston-cardiff-CY6DAOHb/,Championship,"Sunday, 18 Oct  2020, 11:00",Preston - Cardiff,,England
1601550847-68,https://www.oddsportal.com/soccer/spain/laliga/,Cadiz CF - Granada CF,https://www.oddsportal.com/soccer/spain/laliga/cadiz-granada-cf-dQ8QQsmq/,LaLiga,"Sunday, 04 Oct  2020, 16:30",Cadiz CF - Granada CF,,Spain
1601551695-218,https://www.oddsportal.com/soccer/england/championship/,Blackburn - Cardiff,https://www.oddsportal.com/soccer/england/championship/blackburn-cardiff-IZD4Cpmn/,Championship,"Saturday, 03 Oct  2020, 14:00",Blackburn - Cardiff,,England
1601551460-176,https://www.oddsportal.com/soccer/italy/serie-a/,Fiorentina - Sampdoria,https://www.oddsportal.com/soccer/italy/serie-a/fiorentina-sampdoria-vwxtnFvS/,Serie A,"Tomorrow, 02 Oct  2020, 18:45",Fiorentina - Sampdoria,,Italy
1601551252-139,https://www.oddsportal.com/soccer/germany/bundesliga/,Freiburg - Werder Bremen,https://www.oddsportal.com/soccer/germany/bundesliga/freiburg-werder-bremen-Sjhajhrn/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Freiburg - Werder Bremen,,Germany
1601551130-117,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Den Haag - Vitesse,https://www.oddsportal.com/soccer/netherlands/eredivisie/den-haag-vitesse-bmMlqQ1e/,Eredivisie,"Sunday, 18 Oct  2020, 12:30",Den Haag - Vitesse,,Netherlands
1601551274-143,https://www.oddsportal.com/soccer/germany/bundesliga/,RB Leipzig - Schalke,https://www.oddsportal.com/soccer/germany/bundesliga/rb-leipzig-schalke-zcTLxZDn/,Bundesliga,"Saturday, 03 Oct  2020, 16:30",RB Leipzig - Schalke,,Germany
1601550933-83,https://www.oddsportal.com/soccer/russia/premier-league/,Khimki - Spartak Moscow,https://www.oddsportal.com/soccer/russia/premier-league/khimki-spartak-moscow-6yGdhiJj/,Premier League,"Saturday, 17 Oct  2020, 13:00",Khimki - Spartak Moscow,,Russia
1601551776-232,https://www.oddsportal.com/soccer/england/premier-league/,Wolves - Fulham,https://www.oddsportal.com/soccer/england/premier-league/wolves-fulham-rFhWKqMQ/,Premier League,"Sunday, 04 Oct  2020, 13:00",Wolves - Fulham,,England
1601550852-69,https://www.oddsportal.com/soccer/spain/laliga/,Levante - Real Madrid,https://www.oddsportal.com/soccer/spain/laliga/levante-real-madrid-ATCUP12k/,LaLiga,"Sunday, 04 Oct  2020, 14:00",Levante - Real Madrid,,Spain
1601551242-137,https://www.oddsportal.com/soccer/germany/bundesliga/,Hoffenheim - Dortmund,https://www.oddsportal.com/soccer/germany/bundesliga/hoffenheim-dortmund-l0geiYSu/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Hoffenheim - Dortmund,,Germany
1601550879-74,https://www.oddsportal.com/soccer/spain/laliga/,Elche - Huesca,https://www.oddsportal.com/soccer/spain/laliga/elche-huesca-YL0yqs9R/,LaLiga,"Saturday, 03 Oct  2020, 16:30",Elche - Huesca,,Spain
1601551546-191,https://www.oddsportal.com/soccer/france/ligue-1/,Brest - Monaco,https://www.oddsportal.com/soccer/france/ligue-1/brest-monaco-OdAr24dE/,Ligue 1,"Sunday, 04 Oct  2020, 13:00",Brest - Monaco,,France
1601551295-147,https://www.oddsportal.com/soccer/germany/bundesliga/,Dortmund - Freiburg,https://www.oddsportal.com/soccer/germany/bundesliga/dortmund-freiburg-tzUHwFbt/,Bundesliga,"Saturday, 03 Oct  2020, 13:30",Dortmund - Freiburg,,Germany
1601550868-72,https://www.oddsportal.com/soccer/spain/laliga/,Valencia - Betis,https://www.oddsportal.com/soccer/spain/laliga/valencia-betis-bkgPoqP8/,LaLiga,"Saturday, 03 Oct  2020, 19:00",Valencia - Betis,,Spain
1601551071-107,https://www.oddsportal.com/soccer/usa/mls/,Inter Miami - New York City,https://www.oddsportal.com/soccer/usa/mls/inter-miami-new-york-city-0GpE40WM/,MLS,"Sunday, 04 Oct  2020, 00:00",Inter Miami - New York City,,USA
1601550890-76,https://www.oddsportal.com/soccer/spain/laliga/,Valladolid - Eibar,https://www.oddsportal.com/soccer/spain/laliga/valladolid-eibar-va1XqNgL/,LaLiga,"Saturday, 03 Oct  2020, 11:00",Valladolid - Eibar,,Spain
1601551018-98,https://www.oddsportal.com/soccer/scotland/premiership/,Hibernian - Hamilton,https://www.oddsportal.com/soccer/scotland/premiership/hibernian-hamilton-xxOg4ep0/,Premiership,"Tomorrow, 02 Oct  2020, 18:45",Hibernian - Hamilton,,Scotland
1601551290-146,https://www.oddsportal.com/soccer/germany/bundesliga/,Eintracht Frankfurt - Hoffenheim,https://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-hoffenheim-UeMUzDra/,Bundesliga,"Saturday, 03 Oct  2020, 13:30",Eintracht Frankfurt - Hoffenheim,,Germany
1601550885-75,https://www.oddsportal.com/soccer/spain/laliga/,Atl. Madrid - Villarreal,https://www.oddsportal.com/soccer/spain/laliga/atl-madrid-villarreal-tErUp3vF/,LaLiga,"Saturday, 03 Oct  2020, 14:00",Atl. Madrid - Villarreal,,Spain
1601551786-234,https://www.oddsportal.com/soccer/england/premier-league/,Southampton - West Brom,https://www.oddsportal.com/soccer/england/premier-league/southampton-west-brom-0j3RLP6K/,Premier League,"Sunday, 04 Oct  2020, 11:00",Southampton - West Brom,,England
1601551172-125,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Sparta Rotterdam - AZ Alkmaar,https://www.oddsportal.com/soccer/netherlands/eredivisie/sparta-rotterdam-az-alkmaar-fgvNUQn2/,Eredivisie,"Sunday, 04 Oct  2020, 12:30",Sparta Rotterdam - AZ Alkmaar,,Netherlands
1601551722-222,https://www.oddsportal.com/soccer/england/premier-league/,Sheffield Utd - Fulham,https://www.oddsportal.com/soccer/england/premier-league/sheffield-utd-fulham-OlSeJi2J/,Premier League,"Saturday, 17 Oct  2020, 14:00",Sheffield Utd - Fulham,,England
