web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1600463725-86,https://www.oddsportal.com/soccer/usa/mls/,Columbus Crew - Nashville SC,https://www.oddsportal.com/soccer/usa/mls/columbus-crew-nashville-sc-zPaALrEp/,MLS,"Tomorrow, 19 Sep  2020, 23:30",Columbus Crew - Nashville SC,,USA
1600464386-170,https://www.oddsportal.com/soccer/france/ligue-1/,Strasbourg - Dijon,https://www.oddsportal.com/soccer/france/ligue-1/strasbourg-dijon-0G4r0N9T/,Ligue 1,"Sunday, 20 Sep  2020, 13:00",Strasbourg - Dijon,,France
1600463262-27,https://www.oddsportal.com/soccer/europe/europa-league/,LASK (Aut)  - Dun. Streda (Svk),https://www.oddsportal.com/soccer/europe/europa-league/lask-linz-dun-streda-lK1kZLya/,Europa League,"Thursday, 24 Sep  2020, 18:30",LASK (Aut)  - Dun. Streda (Svk),,Europe
1600464520-187,https://www.oddsportal.com/soccer/england/championship/,Wycombe - Swansea,https://www.oddsportal.com/soccer/england/championship/wycombe-swansea-vqF0DQXu/,Championship,"Saturday, 26 Sep  2020, 11:30",Wycombe - Swansea,,England
1600463054-1,https://www.oddsportal.com/soccer/spain/laliga/,Valladolid - Celta Vigo,https://www.oddsportal.com/soccer/spain/laliga/valladolid-celta-vigo-KK7AYYlh/,LaLiga,"Sunday, 27 Sep  2020, 15:00",Valladolid - Celta Vigo,,Spain
1600464490-183,https://www.oddsportal.com/soccer/england/championship/,Cardiff - Reading,https://www.oddsportal.com/soccer/england/championship/cardiff-reading-hfcg5TuJ/,Championship,"Saturday, 26 Sep  2020, 14:00",Cardiff - Reading,,England
1600463435-50,https://www.oddsportal.com/soccer/europe/europa-league/,Besiktas (Tur)  - Rio Ave (Por),https://www.oddsportal.com/soccer/europe/europa-league/besiktas-rio-ave-2Zad03qD/,Europa League,"Thursday, 24 Sep  2020, 17:00",Besiktas (Tur)  - Rio Ave (Por),,Europe
1600463776-92,https://www.oddsportal.com/soccer/netherlands/eredivisie/,FC Emmen - Willem II,https://www.oddsportal.com/soccer/netherlands/eredivisie/fc-emmen-willem-ii-ELmSuie3/,Eredivisie,"Sunday, 27 Sep  2020, 14:45",FC Emmen - Willem II,,Netherlands
1600464251-153,https://www.oddsportal.com/soccer/italy/serie-a/,Sassuolo - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/sassuolo-cagliari-xYwgdJiD/,Serie A,"Sunday, 20 Sep  2020, 16:00",Sassuolo - Cagliari,,Italy
1600463673-79,https://www.oddsportal.com/soccer/usa/mls/,Montreal Impact - Philadelphia Union,https://www.oddsportal.com/soccer/usa/mls/montreal-impact-philadelphia-union-QFJSmQ8c/,MLS,"Sunday, 20 Sep  2020, 23:00",Montreal Impact - Philadelphia Union,,USA
1600464683-208,https://www.oddsportal.com/soccer/england/premier-league/,Burnley - Southampton,https://www.oddsportal.com/soccer/england/premier-league/burnley-southampton-SO3Fg7NR/,Premier League,"Saturday, 26 Sep  2020, 19:00",Burnley - Southampton,,England
1600463254-26,https://www.oddsportal.com/soccer/europe/europa-league/,St. Gallen (Sui)  - AEK Athens FC (Gre),https://www.oddsportal.com/soccer/europe/europa-league/st-gallen-aek-G6Ro9MK3/,Europa League,"Thursday, 24 Sep  2020, 18:30",St. Gallen (Sui)  - AEK Athens FC (Gre),,Europe
1600463465-54,https://www.oddsportal.com/soccer/europe/europa-league/,APOEL (Cyp)  - Zrinjski (Bih),https://www.oddsportal.com/soccer/europe/europa-league/apoel-zrinjski-KfQfdcnA/,Europa League,"Thursday, 24 Sep  2020, 17:00",APOEL (Cyp)  - Zrinjski (Bih),,Europe
1600463813-97,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Heerenveen - Venlo,https://www.oddsportal.com/soccer/netherlands/eredivisie/heerenveen-venlo-ENv4yx4H/,Eredivisie,"Saturday, 26 Sep  2020, 18:00",Heerenveen - Venlo,,Netherlands
1600463702-83,https://www.oddsportal.com/soccer/usa/mls/,Houston Dynamo - Minnesota United,https://www.oddsportal.com/soccer/usa/mls/houston-dynamo-minnesota-united-6ZhcYp9A/,MLS,"Sunday, 20 Sep  2020, 00:00",Houston Dynamo - Minnesota United,,USA
1600464379-169,https://www.oddsportal.com/soccer/france/ligue-1/,Nantes - St Etienne,https://www.oddsportal.com/soccer/france/ligue-1/nantes-st-etienne-pS4vrOmo/,Ligue 1,"Sunday, 20 Sep  2020, 15:00",Nantes - St Etienne,,France
1600464021-124,https://www.oddsportal.com/soccer/germany/bundesliga/,Union Berlin - Augsburg,https://www.oddsportal.com/soccer/germany/bundesliga/union-berlin-augsburg-4jAFLtwe/,Bundesliga,"Tomorrow, 19 Sep  2020, 13:30",Union Berlin - Augsburg,,Germany
1600463680-80,https://www.oddsportal.com/soccer/usa/mls/,San Jose Earthquakes - Portland Timbers,https://www.oddsportal.com/soccer/usa/mls/san-jose-earthquakes-portland-timbers-4lDzM11c/,MLS,"Sunday, 20 Sep  2020, 02:30",San Jose Earthquakes - Portland Timbers,,USA
1600463976-118,https://www.oddsportal.com/soccer/germany/bundesliga/,Hertha Berlin - Eintracht Frankfurt,https://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-eintracht-frankfurt-bDVlzthl/,Bundesliga,"Friday, 25 Sep  2020, 18:30",Hertha Berlin - Eintracht Frankfurt,,Germany
1600464372-168,https://www.oddsportal.com/soccer/france/ligue-1/,Marseille - Lille,https://www.oddsportal.com/soccer/france/ligue-1/marseille-lille-YmoZ35A4/,Ligue 1,"Sunday, 20 Sep  2020, 19:00",Marseille - Lille,,France
1600464475-181,https://www.oddsportal.com/soccer/england/championship/,Millwall - Brentford,https://www.oddsportal.com/soccer/england/championship/millwall-brentford-IVJsfKRJ/,Championship,"Saturday, 26 Sep  2020, 14:00",Millwall - Brentford,,England
1600463247-25,https://www.oddsportal.com/soccer/europe/europa-league/,Rijeka (Cro)  - Kolos Kovalivka (Ukr),https://www.oddsportal.com/soccer/europe/europa-league/rijeka-kolos-kovalivka-YgCq35af/,Europa League,"Thursday, 24 Sep  2020, 18:45",Rijeka (Cro)  - Kolos Kovalivka (Ukr),,Europe
1600464690-209,https://www.oddsportal.com/soccer/england/premier-league/,West Brom - Chelsea,https://www.oddsportal.com/soccer/england/premier-league/west-brom-chelsea-ELPp9nNE/,Premier League,"Saturday, 26 Sep  2020, 16:30",West Brom - Chelsea,,England
1600463367-41,https://www.oddsportal.com/soccer/europe/europa-league/,H. Beer Sheva (Isr)  - Motherwell (Sco),https://www.oddsportal.com/soccer/europe/europa-league/h-beer-sheva-motherwell-6eCpz2Mh/,Europa League,"Thursday, 24 Sep  2020, 17:00",H. Beer Sheva (Isr)  - Motherwell (Sco),,Europe
1600464154-140,https://www.oddsportal.com/soccer/italy/serie-a/,Benevento - Inter,https://www.oddsportal.com/soccer/italy/serie-a/benevento-inter-YHn363FK/,Serie A,"Wednesday, 30 Sep  2020, 16:00",Benevento - Inter,,Italy
1600463798-95,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Feyenoord - Den Haag,https://www.oddsportal.com/soccer/netherlands/eredivisie/feyenoord-den-haag-KM6yJTmj/,Eredivisie,"Sunday, 27 Sep  2020, 10:15",Feyenoord - Den Haag,,Netherlands
1600463962-116,https://www.oddsportal.com/soccer/germany/bundesliga/,Augsburg - Dortmund,https://www.oddsportal.com/soccer/germany/bundesliga/augsburg-dortmund-l2O1Xwx7/,Bundesliga,"Saturday, 26 Sep  2020, 13:30",Augsburg - Dortmund,,Germany
1600464734-215,https://www.oddsportal.com/soccer/england/premier-league/,Chelsea - Liverpool,https://www.oddsportal.com/soccer/england/premier-league/chelsea-liverpool-pr3zgzXG/,Premier League,"Sunday, 20 Sep  2020, 15:30",Chelsea - Liverpool,,England
