web-scraper-order,web-scraper-start-url,Games,Games-href,HomeTeam,AwayTeam,League,Date,HGoals,AGoals,HxG,AxG,HShots,AShots,HST,AST,HDEEP,ADEEP,HPPDA,APPDA,HxPTS,AxPTS
1600883591-94,https://understat.com/league/Ligue_1,311.700.38,https://understat.com/match/14192,Montpellier,Nice,Ligue 1,Sep 12 2020,3,1,1.7,0.38,20,9,13,1,8,0,11.68,7.26,2.41,0.39
1600883485-81,https://understat.com/league/La_liga,110.860.31,https://understat.com/match/14140,Real Valladolid,Real Sociedad,La liga,Sep 13 2020,1,1,0.86,0.31,8,8,3,2,2,3,10.29,6.05,1.95,0.69
1600883445-77,https://understat.com/league/EPL,130.732.08,https://understat.com/match/14105,Wolverhampton Wanderers,Manchester City,EPL,Sep 21 2020,1,3,0.73,2.08,10,14,1,9,3,9,30.71,7.6,0.42,2.41
1600883577-92,https://understat.com/league/Ligue_1,100.810.74,https://understat.com/match/14194,Lille,Metz,Ligue 1,Sep 13 2020,1,0,0.81,0.74,17,5,7,1,9,2,6.03,13.09,1.33,1.29
1600883493-82,https://understat.com/league/La_liga,011.180.34,https://understat.com/match/14139,Alaves,Real Betis,La liga,Sep 13 2020,0,1,1.18,0.34,7,11,2,4,1,4,8.56,9.94,2.37,0.4
1600883292-59,https://understat.com/league/Serie_A,000.911.78,https://understat.com/match/14117,Verona,Roma,Serie A,Sep 19 2020,0,0,0.91,1.78,8,21,3,4,3,9,8.42,5.06,0.72,2.03
1600883438-76,https://understat.com/league/EPL,030.132.16,https://understat.com/match/14086,Fulham,Arsenal,EPL,Sep 12 2020,0,3,0.13,2.16,5,13,2,6,0,11,32.69,21.93,0.06,2.89
1600883237-53,https://understat.com/league/RFPL,200.850.34,https://understat.com/match/14225,FC Tambov,FC Ufa,RFPL,Sep 12 2020,2,0,0.85,0.34,8,9,4,3,4,7,16.71,13.53,1.83,0.78
1600883598-95,https://understat.com/league/Ligue_1,000.231.80,https://understat.com/match/14191,Bordeaux,Lyon,Ligue 1,Sep 11 2020,0,0,0.23,1.8,5,20,0,3,2,13,15.88,5.15,0.26,2.57
1600883361-67,https://understat.com/league/Bundesliga,232.412.90,https://understat.com/match/14176,FC Cologne,Hoffenheim,Bundesliga,Sep 19 2020,2,3,2.41,2.9,13,13,6,7,5,10,11.91,11.54,0.99,1.76
1600883584-93,https://understat.com/league/Ligue_1,201.761.30,https://understat.com/match/14193,Saint-Etienne,Strasbourg,Ligue 1,Sep 12 2020,2,0,1.76,1.3,10,14,4,6,2,4,9.8,9.09,1.84,0.89
1600883354-66,https://understat.com/league/Bundesliga,140.502.05,https://understat.com/match/14177,Werder Bremen,Hertha Berlin,Bundesliga,Sep 19 2020,1,4,0.5,2.05,16,13,6,6,6,3,12.09,4.79,0.35,2.49
1600883215-50,https://understat.com/league/RFPL,010.601.59,https://understat.com/match/14228,Dinamo Moscow,Rubin Kazan,RFPL,Sep 13 2020,0,1,0.6,1.59,15,16,3,6,2,3,8.0,6.86,0.53,2.23
1600883409-72,https://understat.com/league/EPL,030.352.96,https://understat.com/match/14092,West Bromwich Albion,Leicester,EPL,Sep 13 2020,0,3,0.35,2.96,7,13,1,7,6,3,19.11,10.53,0.06,2.91
1600883401-71,https://understat.com/league/EPL,010.821.27,https://understat.com/match/14093,Tottenham,Everton,EPL,Sep 13 2020,0,1,0.82,1.27,9,15,5,4,9,5,11.33,16.26,0.96,1.74
1600883299-60,https://understat.com/league/Serie_A,102.350.62,https://understat.com/match/14116,Fiorentina,Torino,Serie A,Sep 19 2020,1,0,2.35,0.62,16,6,5,3,9,2,9.47,6.86,2.62,0.25
1600883208-49,https://understat.com/league/RFPL,310.850.78,https://understat.com/match/14230,CSKA Moscow,Spartak Moscow,RFPL,Sep 13 2020,3,1,0.85,0.78,10,14,5,4,4,10,8.53,8.72,1.33,1.3
1600883540-87,https://understat.com/league/Ligue_1,212.271.11,https://understat.com/match/14199,Monaco,Nantes,Ligue 1,Sep 13 2020,2,1,2.27,1.11,18,7,5,2,8,5,9.07,17.0,2.15,0.64
1600883562-90,https://understat.com/league/Ligue_1,020.302.20,https://understat.com/match/14196,Dijon,Brest,Ligue 1,Sep 13 2020,0,2,0.3,2.2,7,19,3,5,5,4,11.43,9.97,0.18,2.71
