,web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,HomeTeam,AwayTeam,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,Tag25,ODD_15+,ODD_15-,Tag15,ODD_35+,ODD_35-,Tag35,ODD_BthScore_Yes,ODD_BthScore_No,TagBS,ODD_1X,ODD_12,ODD_X2,Tag1X,Tag12,TagX2,Current_Date,SOdds
10,1601298810-117,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Sassuolo
              
                FC Crotone",https://www.betano.pt/odds/sassuolo-fc-crotone/6595026/,Série A,"Sábado, 3 Outubro 2020 14:00",Sassuolo,FC Crotone,1.47,4.45,5.8,1.55,2.05,Mais de2.5,1.15,3.85,Mais de1.5,2.4,1.4,Mais de3.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),1.10,1.14,2.52,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
11,1601298090-50,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Stoke City
              
                Birmingham",https://www.betano.pt/odds/stoke-city-birmingham/6411321/,Championship,"Domingo, 4 Outubro 2020 15:00",Stoke City,Birmingham,2.16,3.0,3.5,2.1,1.47,Mais de2.5,1.36,2.4,Mais de1.5,3.65,1.14,Mais de3.5,1.8,1.67,Ambas Equipas Marcam (Sim/Não),1.26,1.28,1.61,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:59",
12,1601298890-125,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Crystal Palace FC
              
                Brighton",https://www.betano.pt/odds/crystal-palace-fc-brighton/6458239/,Premier League,"Sábado, 17 Outubro 2020 16:00",Crystal Palace FC,Brighton,2.45,3.2,2.78,2.05,1.55,Mais de2.5,1.33,2.63,Mais de1.5,3.65,1.17,Mais de3.5,1.8,1.75,Ambas Equipas Marcam (Sim/Não),1.38,1.27,1.47,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
13,1601297785-17,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Friburgo
              
                Werder Bremen",https://www.betano.pt/odds/friburgo-werder-bremen/6632978/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Friburgo,Werder Bremen,2.25,3.3,3.0,1.8,1.75,Mais de2.5,1.25,3.05,Mais de1.5,2.96,1.26,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),1.33,1.25,1.57,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
14,1601298039-44,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Barnsley FC
              
                Bristol City",https://www.betano.pt/odds/barnsley-fc-bristol-city/6539927/,Championship,"Sábado, 17 Outubro 2020 15:00",Barnsley FC,Bristol City,2.4,3.25,2.82,1.33,1.44,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
15,1601298881-124,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Chelsea
              
                Southampton",https://www.betano.pt/odds/chelsea-southampton/6458240/,Premier League,"Sábado, 17 Outubro 2020 16:00",Chelsea,Southampton,1.5,4.1,5.85,2.04,1.57,Mais de3.5,1.11,4.3,Mais de1.5,1.42,2.33,Mais de2.5,1.5,2.17,Ambas Equipas Marcam (Sim/Não),1.10,1.17,2.4,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
16,1601298410-83,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Alavés
              
                Athletic Bilbao",https://www.betano.pt/odds/alaves-athletic-bilbao/6641039/,LaLiga,"Domingo, 4 Outubro 2020 13:00",Alavés,Athletic Bilbao,3.5,2.76,2.33,1.5,2.16,Mais de1.5,2.52,1.36,Mais de2.5,4.65,1.09,Mais de3.5,2.05,1.55,Ambas Equipas Marcam (Sim/Não),1.53,1.36,1.26,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
17,1601297794-18,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hoffenheim
              
                Borussia Dortmund",https://www.betano.pt/odds/hoffenheim-borussia-dortmund/6632977/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Hoffenheim,Borussia Dortmund,3.95,3.85,1.75,1.9,1.65,Mais de3.5,1.09,4.7,Mais de1.5,1.36,2.52,Mais de2.5,1.35,2.56,Ambas Equipas Marcam (Sim/Não),1.95,1.19,1.21,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
18,1601298161-58,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Middlesbrough
              
                Barnsley FC",https://www.betano.pt/odds/middlesbrough-barnsley-fc/6411298/,Championship,"Sábado, 3 Outubro 2020 15:00",Middlesbrough,Barnsley FC,2.13,3.25,3.3,1.95,1.57,Mais de2.5,1.3,2.63,Mais de1.5,3.35,1.17,Mais de3.5,1.75,1.72,Ambas Equipas Marcam (Sim/Não),1.28,1.25,1.63,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:59",
19,1601298286-70,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Rubin Kazan
              
                FC Akhmat Grozny",https://www.betano.pt/odds/rubin-kazan-fc-akhmat-grozny/6419925/,Premier Liga,"Domingo, 4 Outubro 2020 14:30",Rubin Kazan,FC Akhmat Grozny,2.05,3.15,3.65,1.9,1.57,Mais de2.5,1.28,2.64,Mais de1.5,3.15,1.19,Mais de3.5,1.7,1.75,Ambas Equipas Marcam (Sim/Não),1.24,1.26,1.67,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:04",
20,1601298382-80,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Barcelona
              
                Sevilha",https://www.betano.pt/odds/barcelona-sevilha/6641040/,LaLiga,"Domingo, 4 Outubro 2020 20:00",Barcelona,Sevilha,1.57,4.0,5.15,2.05,1.55,Mais de3.5,1.12,4.2,Mais de1.5,1.44,2.3,Mais de2.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.13,1.18,2.25,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
21,1601299086-139,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Everton
              
                Brighton",https://www.betano.pt/odds/everton-brighton/6458184/,Premier League,"Sábado, 3 Outubro 2020 15:00",Everton,Brighton,1.7,3.5,4.8,1.75,1.8,Mais de2.5,1.24,3.1,Mais de1.5,2.82,1.28,Mais de3.5,1.7,1.85,Ambas Equipas Marcam (Sim/Não),1.15,1.23,2.02,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
22,1601299104-141,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Liverpool
              
                Arsenal",https://www.betano.pt/odds/liverpool-arsenal/6422379/,Premier League,"Segunda-feira, 28 Setembro 2020 20:00",Liverpool,Arsenal,1.55,4.7,5.1,2.02,1.61,Mais de3.5,1.09,4.7,Mais de1.5,1.4,2.52,Mais de2.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.14,1.15,2.33,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
23,1601298651-109,https://www.betano.pt/sport/futebol/eua/mls/195161/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 14:10",
24,1601298678-111,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"AC Milão
              
                Spezia",https://www.betano.pt/odds/ac-milao-spezia/6595033/,Série A,"Domingo, 4 Outubro 2020 17:00",AC Milão,Spezia,1.24,5.95,9.5,1.47,2.2,Mais de2.5,1.12,4.2,Mais de1.5,2.2,1.47,Mais de3.5,1.95,1.63,Ambas Equipas Marcam (Sim/Não),1.03,1.11,3.65,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
25,1601297776-16,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Hertha Berlin
              
                Estugarda",https://www.betano.pt/odds/hertha-berlin-estugarda/6632979/,Bundesliga,"Sábado, 17 Outubro 2020 14:30",Hertha Berlin,Estugarda,2.05,3.4,3.35,1.5,2.16,Mais de2.5,1.14,3.95,Mais de1.5,2.2,1.47,Mais de3.5,1.42,2.35,Ambas Equipas Marcam (Sim/Não),1.28,1.24,1.67,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
26,1601298501-93,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Real Madrid
              
                Real Valladolid",https://www.betano.pt/odds/real-madrid-real-valladolid/6567510/,LaLiga,"Quarta-feira, 30 Setembro 2020 20:30",Real Madrid,Real Valladolid,1.27,5.6,9.0,1.5,2.15,Mais de2.5,1.13,4.05,Mais de1.5,2.3,1.44,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),1.03,1.12,3.45,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
27,1601297669-5,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Twente Enschede
              
                FC Emmen",https://www.betano.pt/odds/fc-twente-enschede-fc-emmen/6413466/,Eredivisie,"Sábado, 3 Outubro 2020 20:00",FC Twente Enschede,FC Emmen,1.9,3.4,3.85,1.57,1.95,Mais de2.5,1.16,3.45,Mais de1.5,2.35,1.38,Mais de3.5,1.47,2.11,Ambas Equipas Marcam (Sim/Não),1.22,1.22,1.8,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
28,1601297633-1,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"PSV Eindhoven
              
                Fortuna Sittard",https://www.betano.pt/odds/psv-eindhoven-fortuna-sittard/6420453/,Eredivisie,"Domingo, 4 Outubro 2020 15:45",PSV Eindhoven,Fortuna Sittard,1.16,6.75,14.25,1.8,1.67,Mais de3.5,1.05,5.0,Mais de1.5,1.3,2.62,Mais de2.5,1.9,1.6,Ambas Equipas Marcam (Sim/Não),1.02,1.07,4.6,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
29,1601297866-26,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Borussia Dortmund
              
                Friburgo",https://www.betano.pt/odds/borussia-dortmund-friburgo/6562362/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Borussia Dortmund,Friburgo,1.26,5.55,9.5,1.95,1.63,Mais de3.5,1.09,4.7,Mais de1.5,1.36,2.52,Mais de2.5,1.67,1.88,Ambas Equipas Marcam (Sim/Não),1.03,1.12,3.5,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
30,1601298126-54,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Sheffield Wednesday
              
                Queens Park Rangers",https://www.betano.pt/odds/sheffield-wednesday-queens-park-rangers/6411319/,Championship,"Sábado, 3 Outubro 2020 15:00",Sheffield Wednesday,Queens Park Rangers,1.95,3.35,3.75,1.8,1.67,Mais de2.5,1.25,2.84,Mais de1.5,2.96,1.23,Mais de3.5,1.65,1.83,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.75,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:59",
31,1601297660-4,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"FC Groningen
              
                Ajax",https://www.betano.pt/odds/fc-groningen-ajax/6418630/,Eredivisie,"Domingo, 4 Outubro 2020 11:15",FC Groningen,Ajax,6.2,4.9,1.4,2.04,1.53,Mais de3.5,1.09,4.35,Mais de1.5,1.4,2.3,Mais de2.5,1.57,1.95,Ambas Equipas Marcam (Sim/Não),2.72,1.11,1.08,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
32,1601298224-64,https://www.betano.pt/sport/futebol/escocia/premiership/1647r/,"Kilmarnock FC
              
                Motherwell FC",https://www.betano.pt/odds/kilmarnock-fc-motherwell-fc/6403492/,Premiership,"Sexta-feira, 2 Outubro 2020 19:45",Kilmarnock FC,Motherwell FC,2.45,3.25,2.74,1.91,1.6,Mais de2.5,1.28,2.72,Mais de1.5,3.25,1.19,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.40,1.24,1.47,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:03",
33,1601298304-72,https://www.betano.pt/sport/futebol/russia/premier-liga/17098r/,"Spartak Moscovo
              
                Zenit São Petersburgo",https://www.betano.pt/odds/spartak-moscovo-zenit-sao-petersburgo/6412164/,Premier Liga,"Sábado, 3 Outubro 2020 17:00",Spartak Moscovo,Zenit São Petersburgo,3.35,3.25,2.11,1.75,1.7,Mais de2.5,1.23,2.9,Mais de1.5,2.82,1.24,Mais de3.5,1.6,1.87,Ambas Equipas Marcam (Sim/Não),1.65,1.25,1.28,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:04",
34,1601298014-41,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Bournemouth
              
                Queens Park Rangers",https://www.betano.pt/odds/bournemouth-queens-park-rangers/6539930/,Championship,"Sábado, 17 Outubro 2020 15:00",Bournemouth,Queens Park Rangers,1.83,3.5,4.05,1.16,1.75,1X,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 13:59",
35,1601298854-122,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Bolonha
              
                Parma",https://www.betano.pt/odds/bolonha-parma/6470824/,Série A,"Segunda-feira, 28 Setembro 2020 19:45",Bolonha,Parma,1.87,3.55,3.8,1.67,1.88,Mais de2.5,1.2,3.35,Mais de1.5,2.67,1.32,Mais de3.5,1.6,2.0,Ambas Equipas Marcam (Sim/Não),1.22,1.22,1.83,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
36,1601298143-56,https://www.betano.pt/sport/futebol/inglaterra/championship/2r/,"Reading
              
                Watford",https://www.betano.pt/odds/reading-watford/6411307/,Championship,"Sábado, 3 Outubro 2020 15:00",Reading,Watford,3.25,3.0,2.3,1.95,1.57,Mais de2.5,1.3,2.62,Mais de1.5,3.3,1.18,Mais de3.5,1.7,1.78,Ambas Equipas Marcam (Sim/Não),1.55,1.28,1.3,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:59",
37,1601298348-77,https://www.betano.pt/sport/futebol/liga-europa/liga-europa-jogos/182761r/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Segunda-feira, 28 Setembro 2020 14:05",
38,1601298581-101,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"Famalicão
              
                Rio Ave FC",https://www.betano.pt/odds/famalicao-rio-ave-fc/6568909/,Primeira Liga,"Domingo, 4 Outubro 2020 18:30",Famalicão,Rio Ave FC,2.7,3.4,2.4,1.67,1.8,Mais de2.5,1.2,3.15,Mais de1.5,2.65,1.3,Mais de3.5,1.53,2.02,Ambas Equipas Marcam (Sim/Não),1.50,1.23,1.4,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:09",
39,1601298872-123,https://www.betano.pt/sport/futebol/inglaterra/premier-league/1/,"Sheffield United
              
                Fulham",https://www.betano.pt/odds/sheffield-united-fulham/6493472/,Premier League,"Sábado, 17 Outubro 2020 16:00",Sheffield United,Fulham,1.87,3.35,4.05,2.02,1.57,Mais de2.5,1.32,2.68,Mais de1.5,3.5,1.18,Mais de3.5,1.85,1.7,Ambas Equipas Marcam (Sim/Não),1.20,1.25,1.83,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:14",
40,1601298608-104,https://www.betano.pt/sport/futebol/portugal/primeira-liga/17083/,"FC Porto
              
                CS Marítimo",https://www.betano.pt/odds/fc-porto-cs-maritimo/6568906/,Primeira Liga,"Sábado, 3 Outubro 2020 18:30",FC Porto,CS Marítimo,1.22,5.7,11.75,1.55,2.0,Mais de2.5,1.15,3.55,Mais de1.5,2.37,1.38,Mais de3.5,2.13,1.47,Ambas Equipas Marcam (Sim/Não),1.02,1.1,3.85,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:09",
41,1601297696-8,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Vitesse
              
                Heracles Almelo",https://www.betano.pt/odds/vitesse-heracles-almelo/6411664/,Eredivisie,"Sábado, 3 Outubro 2020 15:30",Vitesse,Heracles Almelo,1.67,3.75,4.65,1.47,2.14,Mais de2.5,1.12,3.85,Mais de1.5,2.14,1.47,Mais de3.5,1.47,2.15,Ambas Equipas Marcam (Sim/Não),1.15,1.18,2.05,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
42,1601297651-3,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"Sparta Rotterdam
              
                AZ Alkmaar",https://www.betano.pt/odds/sparta-rotterdam-az-alkmaar/6419534/,Eredivisie,"Domingo, 4 Outubro 2020 13:30",Sparta Rotterdam,AZ Alkmaar,4.7,3.75,1.67,1.5,2.05,Mais de2.5,1.14,3.65,Mais de1.5,2.25,1.42,Mais de3.5,1.5,2.05,Ambas Equipas Marcam (Sim/Não),2.05,1.19,1.15,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
43,1601298473-90,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Celta de Vigo
              
                Barcelona",https://www.betano.pt/odds/celta-de-vigo-barcelona/6567451/,LaLiga,"Quinta-feira, 1 Outubro 2020 20:30",Celta de Vigo,Barcelona,5.1,4.33,1.53,1.5,2.14,Mais de2.5,1.13,4.05,Mais de1.5,2.3,1.44,Mais de3.5,1.61,1.95,Ambas Equipas Marcam (Sim/Não),2.35,1.15,1.13,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
44,1601297678-6,https://www.betano.pt/sport/futebol/holanda/eredivisie/17067r/,"VVV Venlo
              
                Den Haag",https://www.betano.pt/odds/vvv-venlo-den-haag/6413122/,Eredivisie,"Sábado, 3 Outubro 2020 19:00",VVV Venlo,Den Haag,1.95,3.35,3.7,1.61,1.88,Mais de2.5,1.18,3.3,Mais de1.5,2.52,1.33,Mais de3.5,1.53,2.02,Ambas Equipas Marcam (Sim/Não),1.23,1.23,1.75,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:53",
45,1601298819-118,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Fiorentina
              
                Sampdoria",https://www.betano.pt/odds/fiorentina-sampdoria/6595025/,Série A,"Sexta-feira, 2 Outubro 2020 19:45",Fiorentina,Sampdoria,1.67,3.8,4.6,1.65,1.91,Mais de2.5,1.19,3.45,Mais de1.5,2.56,1.35,Mais de3.5,1.63,1.95,Ambas Equipas Marcam (Sim/Não),1.16,1.2,2.05,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
46,1601298774-113,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Benevento Calcio
              
                Bolonha",https://www.betano.pt/odds/benevento-calcio-bolonha/6595030/,Série A,"Domingo, 4 Outubro 2020 14:00",Benevento Calcio,Bolonha,2.68,3.35,2.45,1.63,1.95,Mais de2.5,1.19,3.45,Mais de1.5,2.54,1.36,Mais de3.5,1.5,2.15,Ambas Equipas Marcam (Sim/Não),1.47,1.24,1.42,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
47,1601298765-112,https://www.betano.pt/sport/futebol/italia/serie-a/1635/,"Lázio
              
                Inter de Milão",https://www.betano.pt/odds/lazio-inter-de-milao/6595031/,Série A,"Domingo, 4 Outubro 2020 14:00",Lázio,Inter de Milão,2.66,3.5,2.4,1.57,2.02,Mais de2.5,1.17,3.6,Mais de1.5,2.45,1.38,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.50,1.24,1.42,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:10",
48,1601298455-88,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Atlético de Madrid
              
                Villarreal",https://www.betano.pt/odds/atletico-de-madrid-villarreal/6641034/,LaLiga,"Sábado, 3 Outubro 2020 15:00",Atlético de Madrid,Villarreal,1.57,3.85,5.4,1.95,1.63,Mais de2.5,1.28,2.82,Mais de1.5,3.35,1.2,Mais de3.5,2.0,1.6,Ambas Equipas Marcam (Sim/Não),1.11,1.19,2.25,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
49,1601298400-82,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Levante
              
                Real Madrid",https://www.betano.pt/odds/levante-real-madrid/6641041/,LaLiga,"Domingo, 4 Outubro 2020 15:00",Levante,Real Madrid,5.6,4.15,1.5,2.17,1.5,Mais de3.5,1.13,4.05,Mais de1.5,1.47,2.2,Mais de2.5,1.55,2.05,Ambas Equipas Marcam (Sim/Não),2.37,1.17,1.11,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
50,1601297830-22,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Estugarda
              
                Bayer Leverkusen",https://www.betano.pt/odds/estugarda-bayer-leverkusen/6562366/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Estugarda,Bayer Leverkusen,3.75,3.9,1.8,2.14,1.5,Mais de3.5,1.12,4.2,Mais de1.5,1.45,2.25,Mais de2.5,1.44,2.3,Ambas Equipas Marcam (Sim/Não),1.90,1.19,1.23,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
51,1601297848-24,https://www.betano.pt/sport/futebol/alemanha/bundesliga/216r/,"Colónia
              
                Borussia Mönchengladbach",https://www.betano.pt/odds/colonia-borussia-monchengladbach/6562364/,Bundesliga,"Sábado, 3 Outubro 2020 14:30",Colónia,Borussia Mönchengladbach,3.5,3.7,1.91,1.53,2.1,Mais de2.5,1.15,3.8,Mais de1.5,2.33,1.42,Mais de3.5,1.47,2.2,Ambas Equipas Marcam (Sim/Não),1.78,1.21,1.26,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 13:55",
52,1601298538-97,https://www.betano.pt/sport/futebol/espanha/laliga/5/,"Getafe
              
                Bétis",https://www.betano.pt/odds/getafe-betis/6567508/,LaLiga,"Terça-feira, 29 Setembro 2020 20:30",Getafe,Bétis,2.3,3.0,3.25,2.2,1.47,Mais de2.5,1.4,2.4,Mais de1.5,4.05,1.13,Mais de3.5,1.91,1.65,Ambas Equipas Marcam (Sim/Não),1.30,1.31,1.55,1X,12.0,2X,"Segunda-feira, 28 Setembro 2020 14:05",
