web-scraper-order,web-scraper-start-url,Games,Games-href,Date,Teams,ODDH,ODDD,ODDA,Warning
"1600978245-1248","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Feyenoord - FC Emmen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/feyenoord-fc-emmen-UDiXYBO4/","Sunday, 03 Mar  2019, 14:45","Feyenoord - FC Emmen","1.13","8.90","18.45","Final result"
"1600977954-1131","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Utrecht - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/utrecht-den-haag-6Jlq67WA/","Sunday, 04 Nov  2018, 12:30","Utrecht - Den Haag","1.49","4.65","5.98","Final result"
"1600977780-1062","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","FC Emmen - Graafschap","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/fc-emmen-de-graafschap-WShoBvdH/","Friday, 31 Aug  2018, 18:00","FC Emmen - Graafschap","2.24","3.63","3.05","Final result"
"1600978145-1208","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Willem II - Groningen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/willem-ii-groningen-OjeKIvH9/","Saturday, 02 Feb  2019, 17:45","Willem II - Groningen","2.66","3.29","2.70","Final result"
"1600977758-1053","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Den Haag - Sittard","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/den-haag-sittard-z1w7cLRH/","Friday, 24 Aug  2018, 18:00","Den Haag - Sittard","1.91","3.61","4.00","Final result"
"1600978183-1223","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Utrecht - PSV","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/utrecht-psv-vRTnA7U6/","Sunday, 10 Feb  2019, 14:45","Utrecht - PSV","6.14","4.22","1.54","Final result"
"1600978403-1311","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Excelsior - Willem II","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/excelsior-willem-ii-rVGaIpuH/","Sunday, 21 Apr  2019, 10:15","Excelsior - Willem II","2.91","3.67","2.30","Final result"
"1600978174-1219","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Feyenoord - Graafschap","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/feyenoord-de-graafschap-zZWVDkVs/","Saturday, 09 Feb  2019, 18:45","Feyenoord - Graafschap","1.12","9.04","21.04","Final result"
"1600978143-1207","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Vitesse - Heerenveen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/vitesse-heerenveen-GQeGJK13/","Saturday, 02 Feb  2019, 16:30","Vitesse - Heerenveen","1.77","3.79","4.50","Final result"
"1600977929-1121","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Vitesse - Sittard","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/vitesse-sittard-UXm39LL5/","Sunday, 28 Oct  2018, 10:15","Vitesse - Sittard","1.46","4.65","6.45","Final result"
"1600978408-1313","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","PSV - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/psv-den-haag-dxczCrIp/","Sunday, 21 Apr  2019, 14:45","PSV - Den Haag","1.10","10.35","23.85","Final result"
"1600978186-1224","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Den Haag - Zwolle","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/den-haag-zwolle-YmTj9RqD/","Friday, 15 Feb  2019, 18:00","Den Haag - Zwolle","2.53","3.55","2.67","Final result"
"1600978233-1243","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Heracles - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/heracles-utrecht-EsV1JWOH/","Saturday, 02 Mar  2019, 16:30","Heracles - Utrecht","2.79","3.62","2.40","Final result"
"1600978285-1264","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Heracles - Vitesse","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/heracles-vitesse-6XBjQvx2/","Saturday, 16 Mar  2019, 18:45","Heracles - Vitesse","3.03","3.76","2.19","Final result"
"1600977990-1146","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","FC Emmen - Excelsior","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/fc-emmen-excelsior-0bLhMJM8/","Sunday, 25 Nov  2018, 10:15","FC Emmen - Excelsior","2.04","3.58","3.55","Final result"
"1600978280-1262","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Breda - Utrecht","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/breda-utrecht-hU7nRKMe/","Saturday, 16 Mar  2019, 17:45","Breda - Utrecht","4.63","3.92","1.72","Final result"
"1600978378-1301","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","PSV - Graafschap","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/psv-de-graafschap-U91LHDl6/","Sunday, 14 Apr  2019, 10:15","PSV - Graafschap","1.08","11.42","24.87","Final result"
"1600978181-1222","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","FC Emmen - Den Haag","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/fc-emmen-den-haag-QNPrBmF0/","Sunday, 10 Feb  2019, 12:30","FC Emmen - Den Haag","2.68","3.52","2.53","Final result"
"1600977946-1128","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","AZ Alkmaar - Graafschap","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/az-alkmaar-de-graafschap-W0dW89nh/","Saturday, 03 Nov  2018, 18:45","AZ Alkmaar - Graafschap","1.19","7.42","12.45","Final result"
"1600977894-1107","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","PSV - FC Emmen","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/psv-fc-emmen-6L3k4QqQ/","Saturday, 20 Oct  2018, 16:30","PSV - FC Emmen","1.10","10.26","23.31","Final result"
"1600978466-1336","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Venlo - Vitesse","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/venlo-vitesse-80xJSkKL/","Wednesday, 15 May  2019, 17:30","Venlo - Vitesse","3.93","4.08","1.81","Final result"
"1600978096-1188","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/results/","Vitesse - Excelsior","https://www.oddsportal.com/soccer/netherlands/eredivisie-2018-2019/vitesse-excelsior-x0t3gOmb/","Friday, 18 Jan  2019, 18:00","Vitesse - Excelsior","1.33","5.68","8.09","Final result"
