web-scraper-order,web-scraper-start-url,Games,Games-href,HomeTeam,AwayTeam,League,Date,HGoals,AGoals,HxG,AxG,HShots,AShots,HST,AST,HDEEP,ADEEP,HPPDA,APPDA,HxPTS,AxPTS
"1599409998-135","https://understat.com/league/La_liga","402.330.56","https://understat.com/match/12397","Granada","Athletic Club","La liga","Jul 19 2020","4","0","2.33","0.56","11","10","6","3","6","0","14.86","8.75","2.66","0.23"
"1599408988-20","https://understat.com/league/Serie_A","201.290.24","https://understat.com/match/13421","Fiorentina","Torino","Serie A","Jul 19 2020","2","0","1.29","0.24","17","7","4","0","6","6","19.93","5.74","2.27","0.46"
"1599409126-36","https://understat.com/league/Serie_A","312.521.70","https://understat.com/match/13404","Inter","Torino","Serie A","Jul 13 2020","3","1","2.52","1.70","24","11","10","3","12","2","6.03","11.32","1.92","0.87"
"1599410064-143","https://understat.com/league/La_liga","211.701.14","https://understat.com/match/12390","Real Madrid","Villarreal","La liga","Jul 16 2020","2","1","1.70","1.14","12","8","7","4","8","1","11.92","13.38","1.82","0.86"
"1599409212-46","https://understat.com/league/Serie_A","111.661.95","https://understat.com/match/13465","Brescia","Sampdoria","Serie A","Aug 01 2020","1","1","1.66","1.95","16","18","4","5","6","4","11.70","10.36","1.12","1.60"
"1599410216-160","https://understat.com/league/Ligue_1","000.600.19","https://understat.com/match/13977","Bordeaux","Nantes","Ligue 1","Aug 21 2020","0","0","0.60","0.19","5","6","1","1","0","2","24.46","13.00","1.86","0.70"
"1599410080-145","https://understat.com/league/La_liga","101.241.20","https://understat.com/match/12388","Valencia","Espanyol","La liga","Jul 16 2020","1","0","1.24","1.20","9","18","3","6","4","9","26.56","8.45","1.40","1.30"
"1599409915-125","https://understat.com/league/La_liga","021.270.91","https://understat.com/match/12351","Valencia","Athletic Club","La liga","Jul 01 2020","0","2","1.27","0.91","10","12","1","4","8","5","9.86","10.92","1.67","1.01"
"1599409906-124","https://understat.com/league/La_liga","020.402.92","https://understat.com/match/12345","Real Betis","Villarreal","La liga","Jul 01 2020","0","2","0.40","2.92","10","14","1","6","4","6","18.81","8.72","0.10","2.85"
"1599409502-77","https://understat.com/league/EPL","201.700.97","https://understat.com/match/11983","Aston Villa","Crystal Palace","EPL","Jul 12 2020","2","0","1.70","0.97","12","9","9","5","4","3","8.92","7.45","1.95","0.80"
"1599409117-35","https://understat.com/league/Serie_A","622.440.87","https://understat.com/match/13410","Atalanta","Brescia","Serie A","Jul 14 2020","6","2","2.44","0.87","14","6","7","4","13","1","7.33","23.61","2.44","0.39"
"1599408782-2","https://understat.com/league/RFPL","010.511.45","https://understat.com/match/14027","FC Ufa","FC Rostov","RFPL","Aug 23 2020","0","1","0.51","1.45","5","18","2","6","2","14","13.89","10.93","0.58","2.16"
"1599409107-34","https://understat.com/league/Serie_A","301.610.50","https://understat.com/match/13414","Sampdoria","Cagliari","Serie A","Jul 15 2020","3","0","1.61","0.50","11","15","4","2","6","4","17.06","17.33","2.31","0.47"
"1599410122-150","https://understat.com/league/La_liga","312.602.15","https://understat.com/match/12387","Eibar","Real Valladolid","La liga","Jul 16 2020","3","1","2.60","2.15","13","17","7","8","3","2","5.23","8.19","1.75","0.98"
"1599410199-158","https://understat.com/league/Ligue_1","110.401.30","https://understat.com/match/13979","Lille","Rennes","Ligue 1","Aug 22 2020","1","1","0.40","1.30","5","16","1","3","1","6","16.50","23.07","0.54","2.18"
"1599409494-76","https://understat.com/league/EPL","211.820.69","https://understat.com/match/11990","Tottenham","Arsenal","EPL","Jul 12 2020","2","1","1.82","0.69","15","13","9","4","4","6","17.04","13.06","2.26","0.53"
"1599409161-40","https://understat.com/league/Serie_A","011.002.15","https://understat.com/match/13461","Sassuolo","Udinese","Serie A","Aug 02 2020","0","1","1.00","2.15","23","12","10","2","10","8","8.22","18.67","0.57","2.24"
"1599409178-42","https://understat.com/league/Serie_A","131.041.94","https://understat.com/match/13467","Juventus","Roma","Serie A","Aug 01 2020","1","3","1.04","1.94","11","12","3","6","4","5","9.50","19.16","0.65","2.12"
"1599409012-23","https://understat.com/league/Serie_A","513.140.53","https://understat.com/match/13424","AC Milan","Bologna","Serie A","Jul 18 2020","5","1","3.14","0.53","23","8","13","3","13","2","6.16","9.84","2.78","0.14"
"1599410105-148","https://understat.com/league/La_liga","121.802.31","https://understat.com/match/12384","Real Betis","Alaves","La liga","Jul 16 2020","1","2","1.80","2.31","14","9","7","5","13","5","6.53","33.67","0.99","1.77"
"1599409663-96","https://understat.com/league/EPL","201.160.16","https://understat.com/match/12021","Chelsea","Wolverhampton Wanderers","EPL","Jul 26 2020","2","0","1.16","0.16","11","5","3","1","7","2","6.83","14.52","2.27","0.43"
"1599409778-110","https://understat.com/league/EPL","010.470.62","https://understat.com/match/12009","Sheffield United","Everton","EPL","Jul 20 2020","0","1","0.47","0.62","8","5","0","2","5","3","11.40","13.06","1.06","1.52"
"1599409621-91","https://understat.com/league/EPL","111.291.00","https://understat.com/match/11973","Arsenal","Leicester","EPL","Jul 07 2020","1","1","1.29","1.00","11","13","7","5","8","5","17.11","8.00","1.61","1.08"
"1599409004-22","https://understat.com/league/Serie_A","231.151.65","https://understat.com/match/13426","Parma Calcio 1913","Sampdoria","Serie A","Jul 19 2020","2","3","1.15","1.65","17","20","5","4","7","11","10.72","9.17","0.96","1.78"
"1599408816-6","https://understat.com/league/RFPL","201.620.80","https://understat.com/match/14023","Arsenal Tula","Dinamo Moscow","RFPL","Aug 22 2020","2","0","1.62","0.80","12","7","4","3","4","3","13.00","6.73","2.11","0.62"
"1599409989-134","https://understat.com/league/La_liga","102.591.73","https://understat.com/match/12398","Levante","Getafe","La liga","Jul 19 2020","1","0","2.59","1.73","14","13","5","4","3","8","6.18","7.21","2.03","0.75"
"1599409571-85","https://understat.com/league/EPL","110.672.30","https://understat.com/match/11978","Everton","Southampton","EPL","Jul 09 2020","1","1","0.67","2.30","11","17","4","4","2","13","14.41","6.93","0.27","2.60"
"1599409762-108","https://understat.com/league/EPL","040.133.74","https://understat.com/match/12011","Watford","Manchester City","EPL","Jul 21 2020","0","4","0.13","3.74","2","26","0","10","2","9","21.00","4.48","0.01","2.99"
"1599409824-114","https://understat.com/league/La_liga","010.710.42","https://understat.com/match/12356","Espanyol","Leganes","La liga","Jul 05 2020","0","1","0.71","0.42","7","4","2","2","2","3","5.22","14.19","1.63","0.95"
"1599409545-82","https://understat.com/league/EPL","213.131.49","https://understat.com/match/11991","Watford","Newcastle United","EPL","Jul 11 2020","2","1","3.13","1.49","17","8","5","4","11","1","6.25","12.08","2.50","0.35"
"1599409940-128","https://understat.com/league/La_liga","221.811.78","https://understat.com/match/12344","Barcelona","Atletico Madrid","La liga","Jun 30 2020","2","2","1.81","1.78","12","10","5","3","4","3","8.59","16.48","1.33","1.35"
"1599409098-33","https://understat.com/league/Serie_A","311.770.71","https://understat.com/match/13416","AC Milan","Parma Calcio 1913","Serie A","Jul 15 2020","3","1","1.77","0.71","27","12","7","3","14","6","8.70","16.35","2.15","0.63"
"1599409807-112","https://understat.com/league/La_liga","140.962.75","https://understat.com/match/12361","Villarreal","Barcelona","La liga","Jul 05 2020","1","4","0.96","2.75","10","18","4","12","8","22","29.22","10.32","0.33","2.53"
"1599409964-131","https://understat.com/league/La_liga","100.730.30","https://understat.com/match/12402","Sevilla","Valencia","La liga","Jul 19 2020","1","0","0.73","0.30","16","8","4","2","10","2","8.27","27.25","1.71","0.86"
