web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1601768483-143,https://www.oddsportal.com/soccer/england/championship/,Stoke - Birmingham,https://www.oddsportal.com/soccer/england/championship/stoke-city-birmingham-fiHsBC2B/,Championship,"Tomorrow, 04 Oct  2020, 14:00",Stoke - Birmingham,,England
1601768435-134,https://www.oddsportal.com/soccer/england/championship/,Rotherham - Norwich,https://www.oddsportal.com/soccer/england/championship/rotherham-norwich-UkJ28V3R/,Championship,"Saturday, 17 Oct  2020, 14:00",Rotherham - Norwich,,England
1601768141-83,https://www.oddsportal.com/soccer/germany/bundesliga/,RB Leipzig - Schalke,https://www.oddsportal.com/soccer/germany/bundesliga/rb-leipzig-schalke-zcTLxZDn/,Bundesliga,"Today, 03 Oct  2020, 16:30",RB Leipzig - Schalke,Final result,Germany
1601768125-80,https://www.oddsportal.com/soccer/germany/bundesliga/,Augsburg - RB Leipzig,https://www.oddsportal.com/soccer/germany/bundesliga/augsburg-rb-leipzig-OhGCoUdH/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Augsburg - RB Leipzig,,Germany
1601767912-42,https://www.oddsportal.com/soccer/usa/mls/,FC Dallas - Columbus Crew,https://www.oddsportal.com/soccer/usa/mls/fc-dallas-columbus-crew-UwVP6Gw3/,MLS,"Tomorrow, 04 Oct  2020, 00:30",FC Dallas - Columbus Crew,,USA
1601768574-159,https://www.oddsportal.com/soccer/england/premier-league/,Newcastle - Manchester Utd,https://www.oddsportal.com/soccer/england/premier-league/newcastle-utd-manchester-united-MTZMAabJ/,Premier League,"Saturday, 17 Oct  2020, 14:00",Newcastle - Manchester Utd,,England
1601767859-34,https://www.oddsportal.com/soccer/russia/premier-league/,Tambov - Arsenal Tula,https://www.oddsportal.com/soccer/russia/premier-league/fc-tambov-arsenal-tula-0zBrozCN/,Premier League,"Today, 03 Oct  2020, 13:30",Tambov - Arsenal Tula,Final result,Russia
1601767939-47,https://www.oddsportal.com/soccer/usa/mls/,,https://www.oddsportal.com/soccer/usa/mls/toronto-fc-philadelphia-union-I7eckwp2/inplay-odds/,USA,"Today, 03 Oct  2020, 23:30",Toronto FC - Philadelphia Union,The match has already started.,Soccer
1601767896-39,https://www.oddsportal.com/soccer/usa/mls/,Real Salt Lake - Los Angeles FC,https://www.oddsportal.com/soccer/usa/mls/real-salt-lake-los-angeles-fc-M1FjsxbI/,MLS,"Monday, 05 Oct  2020, 01:30",Real Salt Lake - Los Angeles FC,,USA
1601768552-155,https://www.oddsportal.com/soccer/england/premier-league/,Crystal Palace - Brighton,https://www.oddsportal.com/soccer/england/premier-league/crystal-palace-brighton-Ecq2FNql/,Premier League,"Sunday, 18 Oct  2020, 13:00",Crystal Palace - Brighton,,England
1601768008-59,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Feyenoord - Sparta Rotterdam,https://www.oddsportal.com/soccer/netherlands/eredivisie/feyenoord-sparta-rotterdam-xYXuonXr/,Eredivisie,"Sunday, 18 Oct  2020, 10:15",Feyenoord - Sparta Rotterdam,,Netherlands
1601768317-113,https://www.oddsportal.com/soccer/france/ligue-1/,St Etienne - Nice,https://www.oddsportal.com/soccer/france/ligue-1/st-etienne-nice-2PS37aYg/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",St Etienne - Nice,,France
1601767773-19,https://www.oddsportal.com/soccer/spain/laliga/,Atl. Madrid - Villarreal,https://www.oddsportal.com/soccer/spain/laliga/atl-madrid-villarreal-tErUp3vF/,LaLiga,"Today, 03 Oct  2020, 14:00",Atl. Madrid - Villarreal,Final result,Spain
1601767832-29,https://www.oddsportal.com/soccer/russia/premier-league/,Rubin Kazan - Akhmat Grozny,https://www.oddsportal.com/soccer/russia/premier-league/rubin-kazan-akhmat-grozny-d6dEuEZp/,Premier League,"Tomorrow, 04 Oct  2020, 13:30",Rubin Kazan - Akhmat Grozny,,Russia
1601767997-57,https://www.oddsportal.com/soccer/netherlands/eredivisie/,FC Emmen - Sittard,https://www.oddsportal.com/soccer/netherlands/eredivisie/fc-emmen-sittard-KdNpp6nk/,Eredivisie,"Sunday, 18 Oct  2020, 12:30",FC Emmen - Sittard,,Netherlands
1601768029-63,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Ajax - Heerenveen,https://www.oddsportal.com/soccer/netherlands/eredivisie/ajax-heerenveen-nmR8hUv9/,Eredivisie,"Saturday, 17 Oct  2020, 16:45",Ajax - Heerenveen,,Netherlands
1601768520-150,https://www.oddsportal.com/soccer/england/championship/,Middlesbrough - Barnsley,https://www.oddsportal.com/soccer/england/championship/middlesbrough-barnsley-2NNa0elg/,Championship,"Today, 03 Oct  2020, 14:00",Middlesbrough - Barnsley,Final result,England
1601767965-52,https://www.oddsportal.com/soccer/usa/mls/,DC United - Atlanta Utd,https://www.oddsportal.com/soccer/usa/mls/dc-united-atlanta-united-OjDbDqXp/,MLS,"Today, 03 Oct  2020, 23:00",DC United - Atlanta Utd,The match has already started.,USA
1601768632-170,https://www.oddsportal.com/soccer/england/premier-league/,Leeds - Manchester City,https://www.oddsportal.com/soccer/england/premier-league/leeds-manchester-city-hz3Xarp1/,Premier League,"Today, 03 Oct  2020, 16:30",Leeds - Manchester City,Final result,England
1601768590-162,https://www.oddsportal.com/soccer/england/premier-league/,Everton - Liverpool,https://www.oddsportal.com/soccer/england/premier-league/everton-liverpool-hlr6Esaf/,Premier League,"Saturday, 17 Oct  2020, 11:30",Everton - Liverpool,,England
1601768200-93,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Tondela - Braga,https://www.oddsportal.com/soccer/portugal/primeira-liga/tondela-braga-Qu1kOVyp/,Primeira Liga,"Today, 03 Oct  2020, 20:00",Tondela - Braga,Final result,Portugal
1601768547-154,https://www.oddsportal.com/soccer/england/premier-league/,Leeds - Wolves,https://www.oddsportal.com/soccer/england/premier-league/leeds-wolves-zDXAD1E0/,Premier League,"Monday, 19 Oct  2020, 19:00",Leeds - Wolves,,England
1601768536-153,https://www.oddsportal.com/soccer/england/championship/,Norwich - Derby,https://www.oddsportal.com/soccer/england/championship/norwich-derby-MPw1bZI5/,Championship,"Today, 03 Oct  2020, 11:30",Norwich - Derby,Final result,England
1601767928-45,https://www.oddsportal.com/soccer/usa/mls/,Houston Dynamo - Sporting Kansas City,https://www.oddsportal.com/soccer/usa/mls/houston-dynamo-sporting-kansas-city-UuvJzW5n/,MLS,"Tomorrow, 04 Oct  2020, 00:00",Houston Dynamo - Sporting Kansas City,,USA
1601768478-142,https://www.oddsportal.com/soccer/england/championship/,Derby - Watford,https://www.oddsportal.com/soccer/england/championship/derby-watford-zXZalACe/,Championship,"Friday, 16 Oct  2020, 18:45",Derby - Watford,,England
1601768109-77,https://www.oddsportal.com/soccer/germany/bundesliga/,Hoffenheim - Dortmund,https://www.oddsportal.com/soccer/germany/bundesliga/hoffenheim-dortmund-l0geiYSu/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Hoffenheim - Dortmund,,Germany
1601767907-41,https://www.oddsportal.com/soccer/usa/mls/,Seattle Sounders - Vancouver Whitecaps,https://www.oddsportal.com/soccer/usa/mls/seattle-sounders-vancouver-whitecaps-nyJ9NaKB/,MLS,"Tomorrow, 04 Oct  2020, 02:00",Seattle Sounders - Vancouver Whitecaps,,USA
1601767683-2,https://www.oddsportal.com/soccer/spain/laliga/,Real Madrid - Cadiz CF,https://www.oddsportal.com/soccer/spain/laliga/real-madrid-cadiz-KGHbHzFg/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Real Madrid - Cadiz CF,,Spain
1601768429-133,https://www.oddsportal.com/soccer/england/championship/,Swansea - Huddersfield,https://www.oddsportal.com/soccer/england/championship/swansea-huddersfield-6e6H9rX4/,Championship,"Saturday, 17 Oct  2020, 14:00",Swansea - Huddersfield,,England
1601767917-43,https://www.oddsportal.com/soccer/usa/mls/,Minnesota United - FC Cincinnati,https://www.oddsportal.com/soccer/usa/mls/minnesota-united-fc-cincinnati-MJ89ZZmm/,MLS,"Tomorrow, 04 Oct  2020, 00:00",Minnesota United - FC Cincinnati,,USA
1601767827-28,https://www.oddsportal.com/soccer/russia/premier-league/,Dynamo Moscow - Krasnodar,https://www.oddsportal.com/soccer/russia/premier-league/dynamo-moscow-krasnodar-48HZndsB/,Premier League,"Tomorrow, 04 Oct  2020, 17:00",Dynamo Moscow - Krasnodar,,Russia
1601767970-53,https://www.oddsportal.com/soccer/usa/mls/,,https://www.oddsportal.com/soccer/usa/mls/dc-united-atlanta-united-OjDbDqXp/inplay-odds/,USA,"Today, 03 Oct  2020, 23:00",DC United - Atlanta Utd,The match has already started.,Soccer
1601768050-67,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Groningen - Ajax,https://www.oddsportal.com/soccer/netherlands/eredivisie/groningen-ajax-bRpEWnIk/,Eredivisie,"Tomorrow, 04 Oct  2020, 10:15",Groningen - Ajax,,Netherlands
1601768264-104,https://www.oddsportal.com/soccer/italy/serie-a/,Juventus - Napoli,https://www.oddsportal.com/soccer/italy/serie-a/juventus-napoli-z9NBtg2k/,Serie A,"Tomorrow, 04 Oct  2020, 18:45",Juventus - Napoli,,Italy
1601768355-120,https://www.oddsportal.com/soccer/france/ligue-1/,Dijon - Rennes,https://www.oddsportal.com/soccer/france/ligue-1/dijon-rennes-biMC5w36/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Dijon - Rennes,,France
1601768456-138,https://www.oddsportal.com/soccer/england/championship/,Bournemouth - QPR,https://www.oddsportal.com/soccer/england/championship/bournemouth-qpr-jsPE9Kr4/,Championship,"Saturday, 17 Oct  2020, 14:00",Bournemouth - QPR,,England
1601768323-114,https://www.oddsportal.com/soccer/france/ligue-1/,Reims - Lorient,https://www.oddsportal.com/soccer/france/ligue-1/reims-lorient-hjwUD1eQ/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Reims - Lorient,,France
1601768275-106,https://www.oddsportal.com/soccer/italy/serie-a/,Parma - Verona,https://www.oddsportal.com/soccer/italy/serie-a/parma-verona-8ERf3G92/,Serie A,"Tomorrow, 04 Oct  2020, 13:00",Parma - Verona,,Italy
1601768643-172,https://www.oddsportal.com/soccer/england/premier-league/,Chelsea - Crystal Palace,https://www.oddsportal.com/soccer/england/premier-league/chelsea-crystal-palace-KM4P14Fl/,Premier League,"Today, 03 Oct  2020, 11:30",Chelsea - Crystal Palace,Final result,England
1601767747-14,https://www.oddsportal.com/soccer/spain/laliga/,Alaves - Ath Bilbao,https://www.oddsportal.com/soccer/spain/laliga/alaves-ath-bilbao-KbfLnP92/,LaLiga,"Tomorrow, 04 Oct  2020, 12:00",Alaves - Ath Bilbao,,Spain
1601767795-22,https://www.oddsportal.com/soccer/russia/premier-league/,Lokomotiv Moscow - Ufa,https://www.oddsportal.com/soccer/russia/premier-league/lokomotiv-moscow-ufa-80zMbgtN/,Premier League,"Saturday, 17 Oct  2020, 13:00",Lokomotiv Moscow - Ufa,,Russia
1601767864-35,https://www.oddsportal.com/soccer/russia/premier-league/,Ufa - R. Volgograd,https://www.oddsportal.com/soccer/russia/premier-league/ufa-r-volgograd-YNuc4cCo/,Premier League,"Today, 03 Oct  2020, 11:00",Ufa - R. Volgograd,Final result,Russia
1601768499-146,https://www.oddsportal.com/soccer/england/championship/,Sheffield Wed - QPR,https://www.oddsportal.com/soccer/england/championship/sheffield-wed-qpr-MwJZCYXb/,Championship,"Today, 03 Oct  2020, 14:00",Sheffield Wed - QPR,Final result,England
1601768494-145,https://www.oddsportal.com/soccer/england/championship/,Swansea - Millwall,https://www.oddsportal.com/soccer/england/championship/swansea-millwall-0b39B42h/,Championship,"Today, 03 Oct  2020, 14:00",Swansea - Millwall,Final result,England
1601768291-109,https://www.oddsportal.com/soccer/italy/serie-a/,Atalanta - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/atalanta-cagliari-rBrXmyAF/,Serie A,"Tomorrow, 04 Oct  2020, 10:30",Atalanta - Cagliari,,Italy
1601768285-108,https://www.oddsportal.com/soccer/italy/serie-a/,Benevento - Bologna,https://www.oddsportal.com/soccer/italy/serie-a/benevento-bologna-QZXymePL/,Serie A,"Tomorrow, 04 Oct  2020, 13:00",Benevento - Bologna,,Italy
1601767838-30,https://www.oddsportal.com/soccer/russia/premier-league/,Sochi - FK Rostov,https://www.oddsportal.com/soccer/russia/premier-league/pfc-sochi-fk-rostov-fcAnpfRT/,Premier League,"Tomorrow, 04 Oct  2020, 13:30",Sochi - FK Rostov,,Russia
1601767806-24,https://www.oddsportal.com/soccer/russia/premier-league/,Khimki - Spartak Moscow,https://www.oddsportal.com/soccer/russia/premier-league/khimki-spartak-moscow-6yGdhiJj/,Premier League,"Saturday, 17 Oct  2020, 13:00",Khimki - Spartak Moscow,,Russia
1601768397-128,https://www.oddsportal.com/soccer/france/ligue-1/,Montpellier - Nimes,https://www.oddsportal.com/soccer/france/ligue-1/montpellier-nimes-250Ie2Zs/,Ligue 1,"Tomorrow, 04 Oct  2020, 11:00",Montpellier - Nimes,,France
1601768034-64,https://www.oddsportal.com/soccer/netherlands/eredivisie/,PSV - Sittard,https://www.oddsportal.com/soccer/netherlands/eredivisie/psv-sittard-8dS4gAP2/,Eredivisie,"Tomorrow, 04 Oct  2020, 14:45",PSV - Sittard,,Netherlands
1601768365-122,https://www.oddsportal.com/soccer/france/ligue-1/,Lyon - Marseille,https://www.oddsportal.com/soccer/france/ligue-1/lyon-marseille-IXOo1OBK/,Ligue 1,"Tomorrow, 04 Oct  2020, 19:00",Lyon - Marseille,,France
1601768344-118,https://www.oddsportal.com/soccer/france/ligue-1/,Marseille - Bordeaux,https://www.oddsportal.com/soccer/france/ligue-1/marseille-bordeaux-pldwivlD/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Marseille - Bordeaux,,France
1601768120-79,https://www.oddsportal.com/soccer/germany/bundesliga/,Freiburg - Werder Bremen,https://www.oddsportal.com/soccer/germany/bundesliga/freiburg-werder-bremen-Sjhajhrn/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Freiburg - Werder Bremen,,Germany
1601768104-76,https://www.oddsportal.com/soccer/germany/bundesliga/,Mainz - Bayer Leverkusen,https://www.oddsportal.com/soccer/germany/bundesliga/mainz-bayer-leverkusen-SQM3mjS4/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Mainz - Bayer Leverkusen,,Germany
1601768472-141,https://www.oddsportal.com/soccer/england/championship/,Barnsley - Bristol City,https://www.oddsportal.com/soccer/england/championship/barnsley-bristol-city-jJAj9jXN/,Championship,"Saturday, 17 Oct  2020, 14:00",Barnsley - Bristol City,,England
1601768205-94,https://www.oddsportal.com/soccer/portugal/primeira-liga/,FC Porto - Maritimo,https://www.oddsportal.com/soccer/portugal/primeira-liga/fc-porto-maritimo-fcAJTiEM/,Primeira Liga,"Today, 03 Oct  2020, 17:30",FC Porto - Maritimo,Final result,Portugal
1601767789-21,https://www.oddsportal.com/soccer/russia/premier-league/,Zenit - Sochi,https://www.oddsportal.com/soccer/russia/premier-league/zenit-st-petersburg-pfc-sochi-6yv52ysb/,Premier League,"Saturday, 17 Oct  2020, 13:00",Zenit - Sochi,,Russia
1601768595-163,https://www.oddsportal.com/soccer/england/premier-league/,Aston Villa - Liverpool,https://www.oddsportal.com/soccer/england/premier-league/aston-villa-liverpool-6J0L2p0r/,Premier League,"Tomorrow, 04 Oct  2020, 18:15",Aston Villa - Liverpool,,England
1601767752-15,https://www.oddsportal.com/soccer/spain/laliga/,Osasuna - Celta Vigo,https://www.oddsportal.com/soccer/spain/laliga/osasuna-celta-vigo-hh2ZOLHe/,LaLiga,"Tomorrow, 04 Oct  2020, 10:00",Osasuna - Celta Vigo,,Spain
1601767757-16,https://www.oddsportal.com/soccer/spain/laliga/,Valencia - Betis,https://www.oddsportal.com/soccer/spain/laliga/valencia-betis-bkgPoqP8/,LaLiga,"Today, 03 Oct  2020, 19:00",Valencia - Betis,Final result,Spain
1601768168-88,https://www.oddsportal.com/soccer/germany/bundesliga/,FC Koln - B. Monchengladbach,https://www.oddsportal.com/soccer/germany/bundesliga/1-fc-koln-b-monchengladbach-xMPxZjDB/,Bundesliga,"Today, 03 Oct  2020, 13:30",FC Koln - B. Monchengladbach,Final result,Germany
1601768339-117,https://www.oddsportal.com/soccer/france/ligue-1/,Monaco - Montpellier,https://www.oddsportal.com/soccer/france/ligue-1/monaco-montpellier-bipLFNQD/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Monaco - Montpellier,,France
1601768157-86,https://www.oddsportal.com/soccer/germany/bundesliga/,Eintracht Frankfurt - Hoffenheim,https://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-hoffenheim-UeMUzDra/,Bundesliga,"Today, 03 Oct  2020, 13:30",Eintracht Frankfurt - Hoffenheim,Final result,Germany
1601768114-78,https://www.oddsportal.com/soccer/germany/bundesliga/,Hertha Berlin - Stuttgart,https://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-vfb-stuttgart-fDOekCch/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Hertha Berlin - Stuttgart,,Germany
1601767976-54,https://www.oddsportal.com/soccer/usa/mls/,Orlando City - New York Red Bulls,https://www.oddsportal.com/soccer/usa/mls/orlando-city-new-york-red-bulls-SxNsMF4e/,MLS,"Today, 03 Oct  2020, 20:30",Orlando City - New York Red Bulls,Final result,USA
1601768055-68,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Twente - FC Emmen,https://www.oddsportal.com/soccer/netherlands/eredivisie/twente-fc-emmen-KznAXS2q/,Eredivisie,"Today, 03 Oct  2020, 19:00",Twente - FC Emmen,Final result,Netherlands
1601768221-96,https://www.oddsportal.com/soccer/italy/serie-a/,AS Roma - Benevento,https://www.oddsportal.com/soccer/italy/serie-a/as-roma-benevento-8E3ngWoe/,Serie A,"Sunday, 18 Oct  2020, 18:45",AS Roma - Benevento,,Italy
1601768189-91,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Benfica - SC Farense,https://www.oddsportal.com/soccer/portugal/primeira-liga/benfica-sc-farense-2sdAXZEc/,Primeira Liga,"Tomorrow, 04 Oct  2020, 17:30",Benfica - SC Farense,,Portugal
1601767689-3,https://www.oddsportal.com/soccer/spain/laliga/,Huesca - Valladolid,https://www.oddsportal.com/soccer/spain/laliga/huesca-valladolid-OlOkJdps/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Huesca - Valladolid,,Spain
1601768280-107,https://www.oddsportal.com/soccer/italy/serie-a/,Lazio - Inter,https://www.oddsportal.com/soccer/italy/serie-a/lazio-inter-GKv9uDHe/,Serie A,"Tomorrow, 04 Oct  2020, 13:00",Lazio - Inter,,Italy
1601768088-73,https://www.oddsportal.com/soccer/germany/bundesliga/,FC Koln - Eintracht Frankfurt,https://www.oddsportal.com/soccer/germany/bundesliga/1-fc-koln-eintracht-frankfurt-tUQ7nAsB/,Bundesliga,"Sunday, 18 Oct  2020, 13:30",FC Koln - Eintracht Frankfurt,,Germany
1601768061-69,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Venlo - Den Haag,https://www.oddsportal.com/soccer/netherlands/eredivisie/venlo-den-haag-Srfrx9fS/,Eredivisie,"Today, 03 Oct  2020, 18:00",Venlo - Den Haag,Final result,Netherlands
1601767875-36,https://www.oddsportal.com/soccer/scotland/premiership/,Rangers - Ross County,https://www.oddsportal.com/soccer/scotland/premiership/rangers-ross-county-Y3H22ZEC/,Premiership,"Tomorrow, 04 Oct  2020, 14:00",Rangers - Ross County,,Scotland
1601767992-56,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Groningen - Utrecht,https://www.oddsportal.com/soccer/netherlands/eredivisie/groningen-utrecht-6DPds4W7/,Eredivisie,"Sunday, 18 Oct  2020, 14:45",Groningen - Utrecht,,Netherlands
1601768558-156,https://www.oddsportal.com/soccer/england/premier-league/,Manchester City - Arsenal,https://www.oddsportal.com/soccer/england/premier-league/manchester-city-arsenal-rwyJBuqD/,Premier League,"Saturday, 17 Oct  2020, 16:30",Manchester City - Arsenal,,England
1601767949-49,https://www.oddsportal.com/soccer/usa/mls/,,https://www.oddsportal.com/soccer/usa/mls/new-england-revolution-nashville-sc-ADCSh3XA/inplay-odds/,USA,"Today, 03 Oct  2020, 23:30",New England Revolution - Nashville SC,The match has already started.,Soccer
1601768232-98,https://www.oddsportal.com/soccer/italy/serie-a/,Torino - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/torino-cagliari-IqowGgg8/,Serie A,"Sunday, 18 Oct  2020, 13:00",Torino - Cagliari,,Italy
1601768178-89,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Portimonense - Sporting,https://www.oddsportal.com/soccer/portugal/primeira-liga/portimonense-sporting-lK9NSBTS/,Primeira Liga,"Tomorrow, 04 Oct  2020, 20:00",Portimonense - Sporting,,Portugal
1601768045-66,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Sparta Rotterdam - AZ Alkmaar,https://www.oddsportal.com/soccer/netherlands/eredivisie/sparta-rotterdam-az-alkmaar-fgvNUQn2/,Eredivisie,"Tomorrow, 04 Oct  2020, 12:30",Sparta Rotterdam - AZ Alkmaar,,Netherlands
